stud_id,w4pgrm,w4priv,w4urban3,w4nright,w4all3p,w4all3ps,w4cfree,w4cf3p,w4cf3ps,w4math,w4m3p,w4m3ps,w3w4plus,w3w4minus,w4link,w4illp,w1s502,w4s1081,w4s1082,w4s1083,w4s1084,w4s1085,w4s1086,w4s1134,w4s1135,w4s1136,w4s1144,w4s1145,w4s1146,w4s1151,w4s1152,w4s1153,w4s1154,w4s1155,w4s1156,w4s120,w4s121,w4s122,w4s123,w4s124,w4s125,w4s126,w4s127,w4s1281,w4s1282,w4s1283,w4s1284,w4s1285,w4s1286,w4s1291,w4s1292,w4s1293,w4s1294,w4s1295,w4s1301,w4s1302,w4s1303,w4s1304,w4s1305,w4s1306,w4s409,w4s410,w4s411,w4s415,w4s416,w4s417,w4s418,cp,w4td01,w4td02,w4td03,w4td04,w4td05,w4td06,w4td07,w4td08,w4p101,w4p102,w4p103,w4p234,w4p235,w4p229,w4p413,w4p414,w4p415,w4faedu,w4fahlth,w4moedu,w4mohlth,cp09v08_u,cp09v08_ud,cp09v23,cp13v32v33_u,cp13v32v33_ud,cp13v62,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v78,cp19v78_x,cp19v78_k_x,cp19v66,collage,department,salary1,salary2,edu,libart,social,sci,enger,farm,med_sw,serv,els,stem,sex
252,2,1,0,39,10351,1377,15,9591,2321,23,9728,787,14,15,18,12250,1,2,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,6,2,3,5,3,1,2,1,3,3,4,3,2,0,1,3,3,6,11,4,3,5,12,3,5,2,5,1.0,5.0,,1.0,5.0,,,,,,,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
254,1,0,1,32,8164,162,11,9756,6695,17,6835,762,2,0,13,2549,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,6,6,9,3,5,4,1,2,2,5,3,4,3,1,3,1,3,3,3,12,6,3,7,12,2,3,1,1,6.0,5.0,,6.0,5.0,,,,,,,,, ,,6.0,5.0,,,0,0,0,0,1,0,0,0,0,1,0
261,1,0,1,52,13100,12738,23,12504,12349,31,12412,12252,14,15,18,12250,1,2,2,2,2,2,0,2,2,2,0,0,2,2,2,2,0,0,2,2,2,3,2,2,5,2,2,0,0,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,6,1,3,6,6,1,1,1,4,1,2,4,3,3,1,3,3,0,12,6,6,0,12,2,3,1,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
262,1,0,0,36,9802,139,14,10757,4016,24,10711,790,4,3,12,3999,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,0,2,2,2,0,2,5,2,6,9,2,6,1,1,2,2,2,3,4,2,2,0,1,3,3,6,12,3,2,4,12,6,4,5,4,8.0,4.0,4.0,8.0,4.0,8.0,,,,9.0,4.0,,, ,8.0,9.0,4.0,8.0,8.0,0,0,0,1,0,0,0,0,0,1,1
267,1,1,1,30,7632,3809,11,7561,3844,18,7395,4739,3,3,11,6341,1,2,2,2,2,2,0,0,2,2,0,2,2,2,0,0,0,2,2,1,2,1,1,1,2,2,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,6,2,0,5,4,1,1,1,2,1,2,2,3,3,1,3,3,0,11,6,6,1,12,6,5,5,5,,,7.0,,,,,,,,,,, ,,,,7.0,,0,0,0,0,0,0,0,0,0,0,1
268,3,0,0,22,4573,10913,9,5052,8114,13,4053,10401,5,3,10,4868,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,3,1,2,0,2,3,1,1,3,3,1,4,2,1,2,1,3,3,2,12,5,5,2,12,0,5,0,5,1.0,2.0,,1.0,2.0,,,,,1.0,2.0,,, ,10.0,1.0,2.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0
282,3,1,1,26,6157,5362,13,9074,2442,14,5006,9527,4,7,7,11183,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,0,2,3,3,6,5,3,2,3,1,2,1,5,0,4,1,2,3,3,3,3,5,12,3,2,4,7,7,5,0,4,,,,,,,,,,9.0,4.0,,3.0, ,11.0,9.0,4.0,3.0,11.0,0,0,0,1,0,0,0,0,0,1,1
283,1,0,1,35,10283,443,10,8714,9724,21,10215,509,0,0,15,5506,0,0,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,5,6,2,0,0,4,1,2,2,3,3,2,2,3,0,3,3,3,3,12,3,6,3,12,0,5,6,5,,,4.0,,,4.0,,,,4.0,3.0,,, ,8.0,4.0,3.0,4.0,8.0,0,0,1,0,0,0,0,0,0,0,0
284,3,0,1,41,11753,5082,15,9704,3784,25,11607,4498,7,2,12,263,0,0,0,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,2,0,2,2,2,2,2,0,2,6,6,6,3,3,4,4,1,5,5,4,2,3,1,1,3,1,3,3,8,12,3,4,8,12,2,3,5,3,6.0,2.0,,6.0,2.0,5.0,,,,6.0,2.0,,, ,12.0,6.0,2.0,5.0,12.0,0,1,0,0,0,0,0,0,0,0,0
290,1,0,0,19,4186,9375,6,3197,9782,14,5501,6780,3,1,6,3663,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,6,6,6,2,0,5,3,1,2,2,3,5,4,2,3,3,1,3,3,5,12,3,3,0,11,7,1,6,3,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,, ,13.0,1.0,5.0,13.0,13.0,0,0,0,0,1,0,0,0,0,1,0
294,1,0,1,47,12985,7909,17,12479,6909,28,12361,6644,0,1,16,6181,0,2,2,2,2,2,0,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,0,0,2,2,2,0,2,2,2,2,2,6,0,3,0,4,1,4,1,2,5,2,2,3,0,1,3,3,0,5,4,4,0,3,2,5,1,5,,,,8.0,8.0,,,,,8.0,8.0,7.0,7.0, ,8.0,8.0,8.0,7.0,8.0,0,0,0,0,0,0,0,1,0,0,0
300,1,0,1,43,12210,3373,14,9554,2472,26,11800,1662,1,1,16,5119,1,0,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,1,2,5,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,6,6,9,3,5,4,1,3,3,6,2,3,2,1,3,1,3,3,7,12,4,3,7,12,7,5,6,5,8.0,2.0,,,,,,,,8.0,2.0,,6.0, ,7.0,8.0,2.0,6.0,7.0,0,1,0,0,0,0,0,0,0,0,1
307,1,1,1,10,1402,10971,6,2131,10762,7,2637,8147,1,3,2,9273,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,2,2,2,6,2,2,5,1,1,1,1,2,1,2,2,3,3,1,3,3,7,12,4,4,2,12,6,5,5,5,6.0,5.0,,6.0,5.0,,,,,6.0,5.0,,1.0, ,11.0,6.0,5.0,1.0,11.0,0,0,0,0,1,0,0,0,0,1,0
312,3,1,1,15,2248,11051,6,3062,9326,11,3947,7628,4,3,7,4606,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,3,3,6,2,4,7,3,1,1,1,4,1,2,2,3,3,1,3,3,7,12,4,4,7,4,0,5,6,5,,,4.0,,,,,,,,,,, ,,,,4.0,,0,0,0,0,0,0,0,0,0,0,1
316,1,0,1,36,10183,12,12,10510,4221,21,9810,112,4,1,13,1278,1,0,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,1,1,2,1,2,2,1,0,0,2,2,0,2,2,2,2,0,2,0,0,2,2,2,2,6,6,6,5,0,0,3,1,1,3,5,1,4,2,3,1,1,3,3,6,12,1,3,6,12,5,5,4,5,,,1.0,,,,,,,,,,, ,,,,1.0,,0,0,0,0,0,0,0,0,0,0,1
319,1,0,1,42,12115,2887,13,9553,1802,26,11612,789,3,1,14,1748,1,0,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,0,0,2,2,2,2,0,2,2,2,5,2,6,3,3,4,6,1,4,2,3,3,4,2,3,3,1,3,2,3,3,4,4,3,11,6,3,5,3,8.0,4.0,,8.0,4.0,5.0,,,,,,,, ,,8.0,4.0,5.0,,0,0,0,1,0,0,0,0,0,1,1
320,1,0,0,26,6980,4032,8,4169,7297,17,8293,620,1,2,10,7967,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,0,0,6,9,6,5,4,1,1,3,3,1,3,5,1,3,1,3,3,6,12,4,4,6,12,6,5,5,5,6.0,5.0,,6.0,5.0,7.0,,,,,,,, ,,6.0,5.0,7.0,,0,0,0,0,1,0,0,0,0,1,0
328,3,0,0,29,6428,4643,11,6577,5110,14,5414,5654,5,1,10,1150,0,0,0,0,2,0,2,2,2,0,0,0,2,0,2,2,2,2,2,3,2,2,2,1,2,2,2,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,3,3,6,1,6,2,3,1,1,1,3,3,2,2,2,0,1,3,3,7,12,3,4,3,12,7,5,1,3,,,,6.0,1.0,,,,,,,,, ,,6.0,1.0,,,1,0,0,0,0,0,0,0,0,0,0
334,1,0,1,44,12539,4858,15,11814,3159,27,11962,2263,2,1,15,3063,1,0,2,2,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,6,6,2,3,5,3,1,4,4,5,5,6,2,3,2,1,3,3,7,10,4,6,3,12,7,2,5,1,8.0,5.0,3.0,,,,,,,,,,, ,,8.0,8.0,3.0,,0,0,0,0,0,0,0,1,0,0,1
336,2,0,0,26,5255,5629,12,7107,4712,12,3995,7615,4,4,9,7134,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,0,2,2,2,6,2,4,2,3,1,2,2,3,3,2,4,3,0,1,3,3,7,5,6,3,0,12,3,5,2,5,1.0,7.0,,1.0,7.0,,,,,1.0,7.0,,, ,10.0,1.0,7.0,10.0,10.0,0,0,0,0,0,0,1,0,0,0,1
337,3,1,1,20,3861,10125,11,6051,5821,12,3917,9889,1,2,5,9038,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,5,5,5,5,2,4,6,1,2,3,3,2,4,2,1,3,3,3,3,3,3,4,4,3,3,7,5,1,5,8.0,3.0,,,,,,,,8.0,3.0,8.0,8.0, ,6.0,8.0,3.0,8.0,6.0,0,0,1,0,0,0,0,0,0,0,1
339,1,0,1,47,13005,8456,17,12488,7112,28,12350,6488,2,1,16,3502,0,0,2,0,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,0,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,6,6,2,3,5,6,1,4,1,5,5,6,2,3,2,1,3,3,0,12,4,4,0,12,0,1,2,5,,,,,,,,,,6.0,4.0,,, ,20.0,6.0,4.0,20.0,20.0,0,0,0,1,0,0,0,0,0,1,0
340,3,0,2,16,1050,12625,5,1806,11021,12,2290,11939,3,2,6,4914,1,2,0,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,5,5,6,5,6,4,1,1,2,2,3,3,4,4,1,3,3,3,3,3,12,3,6,3,12,2,3,1,3,6.0,2.0,,6.0,2.0,,,,,6.0,2.0,,, ,5.0,6.0,2.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,1
349,3,0,1,30,8572,1305,11,10031,5537,18,8662,633,5,6,8,7941,1,0,0,0,2,0,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,1,2,1,2,2,2,0,0,0,0,0,2,2,0,0,0,2,2,2,2,2,0,2,6,6,3,3,3,2,4,1,1,1,2,1,2,4,3,3,1,3,3,7,12,3,4,7,12,0,3,2,5,,,,8.0,7.0,,,,,,,,, ,,8.0,7.0,,,0,0,0,0,0,0,1,0,0,0,1
350,1,1,1,37,9734,746,15,9840,2362,24,9977,770,2,4,9,8725,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,0,2,0,2,2,2,2,2,0,2,0,0,2,2,2,5,0,6,5,2,4,6,1,2,2,3,3,2,2,3,3,1,3,3,2,6,6,3,2,12,5,5,4,3,8.0,3.0,,8.0,3.0,,,,,,,,, ,,8.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
358,2,0,0,21,3709,8999,10,5618,6249,8,1585,8851,5,4,7,6576,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,5,5,3,2,4,2,3,1,2,2,3,5,4,3,1,3,1,3,3,7,12,6,6,7,9,5,5,0,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
362,1,0,1,40,11791,4394,14,12169,11519,25,11971,4337,3,2,13,3174,1,0,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,0,2,2,2,6,6,6,0,6,0,0,1,1,1,4,3,2,4,2,0,1,3,3,0,12,4,6,0,12,2,3,6,3,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
363,1,0,1,34,9775,1241,11,9112,8545,19,8789,660,2,4,12,9169,0,2,2,2,2,2,0,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,6,6,3,2,0,6,1,4,3,4,5,3,2,1,2,1,3,3,7,4,5,1,3,5,3,3,2,5,1.0,4.0,,1.0,4.0,,,,,,,,, ,,1.0,4.0,,,0,0,0,1,0,0,0,0,0,1,0
368,1,0,0,33,9313,306,10,6002,5392,23,10828,761,2,1,10,3809,0,2,0,2,0,2,2,2,2,0,0,0,2,2,2,2,2,2,0,1,2,2,2,1,2,2,2,2,0,0,2,2,2,2,0,0,0,2,0,0,2,2,2,2,6,0,1,3,3,5,6,1,1,1,3,1,2,2,1,3,1,3,2,6,1,4,4,5,1,0,3,6,5,1.0,5.0,,,,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,0
373,3,1,1,16,2131,10545,10,5112,6340,10,2393,9684,3,1,7,4476,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,3,6,2,4,7,1,1,1,3,2,1,2,4,3,0,1,3,3,6,12,3,4,6,5,3,5,6,5,9.0,7.0,,,,,,,,9.0,7.0,,7.0, ,8.0,9.0,7.0,7.0,8.0,0,0,0,0,0,0,1,0,0,0,1
374,1,0,1,32,8396,1848,15,12376,9071,22,8854,2421,3,3,11,5875,0,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,6,6,6,2,6,0,2,1,1,1,3,1,4,2,2,3,1,3,2,2,5,6,6,7,12,7,2,6,2,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,10.0, ,16.0,1.0,5.0,10.0,16.0,0,0,0,0,1,0,0,0,0,1,0
380,2,0,1,39,11912,2882,12,10529,5729,22,11123,1131,2,1,14,3043,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,6,9,7,0,3,1,2,1,2,1,2,4,3,0,1,3,3,3,12,6,6,2,12,6,5,1,5,,,,6.0,2.0,6.0,,,,6.0,2.0,,, ,11.0,6.0,2.0,6.0,11.0,0,1,0,0,0,0,0,0,0,0,1
381,1,1,0,44,12240,3579,16,10304,2175,25,11495,1472,14,15,18,12250,1,2,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,2,0,2,2,0,0,0,2,2,0,0,2,2,2,6,6,6,2,3,5,4,1,3,3,3,1,2,4,1,0,1,3,3,3,5,6,0,1,1,6,3,6,3,8.0,5.0,,,,,,,,,,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,1
382,2,1,1,26,5789,5619,11,6010,5810,17,6393,3405,3,2,8,5326,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,2,2,2,2,5,0,6,3,4,4,3,1,1,1,2,1,2,4,1,3,1,3,3,5,10,6,6,5,12,2,3,1,3,9.0,5.0,,9.0,5.0,,,,,9.0,5.0,,, ,15.0,9.0,5.0,15.0,15.0,0,0,0,0,1,0,0,0,0,1,0
383,1,0,0,28,6561,1738,8,4408,7105,21,7469,66,0,1,7,7864,0,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,0,0,2,0,0,2,2,0,0,2,2,0,2,2,2,2,2,6,6,6,2,4,5,4,1,1,1,4,1,2,2,2,0,1,3,3,3,3,4,4,7,12,2,5,6,1,6.0,2.0,,9.0,2.0,,,,,,,,, ,,9.0,2.0,,,0,1,0,0,0,0,0,0,0,0,0
384,0,1,1,24,5299,5497,13,8976,2471,14,5715,5310,2,4,6,9724,1,2,2,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,3,5,1,1,4,3,2,3,2,2,2,0,1,3,3,7,12,4,4,7,12,3,5,0,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
386,1,1,1,19,2597,12129,7,1794,11341,12,2817,10637,2,5,6,11284,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,0,2,2,3,5,6,2,7,2,3,1,2,1,3,3,4,2,1,0,1,3,6,7,3,4,4,7,12,3,5,2,5,6.0,4.0,,6.0,4.0,,5.0,,,6.0,4.0,,, ,8.0,6.0,4.0,8.0,8.0,0,0,0,1,0,0,0,0,0,1,0
387,1,0,1,42,12536,5387,16,12389,8876,24,12055,4366,0,2,15,8029,1,0,0,0,0,2,2,2,2,0,2,0,2,0,2,2,2,2,2,3,2,2,2,1,2,2,2,0,0,2,2,0,2,2,0,2,0,2,0,0,2,2,2,2,6,6,6,9,3,5,4,1,2,1,2,3,2,3,1,3,1,3,3,6,11,4,4,6,11,7,5,6,5,,,6.0,,,,,,,,,,, ,,,,6.0,,0,0,0,0,0,0,0,0,0,0,1
390,1,0,1,39,12186,5292,13,10488,11978,23,11763,4388,2,0,15,1680,1,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,6,6,6,5,6,0,3,1,1,1,5,3,2,1,3,3,3,3,3,3,12,6,4,3,12,7,5,6,5,4.0,8.0,,3.0,8.0,,,,,3.0,8.0,,, ,7.0,3.0,8.0,7.0,7.0,0,0,0,0,0,0,0,1,0,0,1
392,1,0,1,26,6530,4922,8,5467,6442,15,6231,4441,6,0,10,237,0,0,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,0,2,2,0,0,0,2,0,2,2,2,2,2,2,0,2,9,0,0,4,1,4,4,3,5,6,2,3,2,1,3,3,0,12,4,5,0,12,3,3,2,3,6.0,7.0,,6.0,7.0,6.0,,,,6.0,7.0,,, ,7.0,6.0,7.0,6.0,7.0,0,0,0,0,0,0,1,0,0,0,0
407,1,0,0,37,10546,153,13,9479,1945,25,11222,475,0,5,10,11565,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,0,2,2,0,0,0,2,0,2,2,2,2,2,6,0,6,9,3,0,3,1,1,3,2,1,2,2,3,3,1,3,3,3,0,4,4,3,12,2,3,1,3,9.0,4.0,,9.0,4.0,5.0,,,,9.0,4.0,,, ,5.0,9.0,4.0,5.0,5.0,0,0,0,1,0,0,0,0,0,1,0
411,2,0,0,22,5124,7632,7,3245,8435,12,5325,7880,0,4,7,11767,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,5,5,6,5,3,0,6,1,4,1,5,5,6,2,3,3,1,3,6,7,3,3,2,4,7,4,4,1,1,6.0,7.0,4.0,6.0,7.0,,,,,6.0,7.0,,, ,10.0,6.0,7.0,4.0,10.0,0,0,0,0,0,0,1,0,0,0,1
415,1,1,0,26,5274,5997,11,6494,5251,11,3959,6400,3,3,10,7187,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,0,0,6,2,7,0,3,1,1,3,2,1,3,5,3,3,1,3,3,0,0,6,3,0,0,6,5,5,1,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
419,1,1,1,24,4707,9413,11,6340,5417,9,1371,10864,1,5,9,12039,0,0,0,2,2,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,2,0,2,2,2,2,2,5,5,6,9,2,0,3,1,1,1,2,1,2,2,3,3,1,3,5,2,3,4,2,4,7,4,4,6,3,8.0,4.0,,8.0,4.0,,,,,,,,, ,,8.0,4.0,,,0,0,0,1,0,0,0,0,0,1,0
422,2,0,0,18,1197,12372,6,2226,10048,8,749,10654,5,5,7,7171,0,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,0,2,2,3,6,9,3,5,1,1,2,2,5,5,4,2,3,0,1,3,3,7,6,4,4,2,5,2,3,6,3,8.0,5.0,5.0,8.0,5.0,,,,,8.0,5.0,,, ,8.0,8.0,5.0,5.0,8.0,0,0,0,0,1,0,0,0,0,1,0
424,3,0,0,5,154,11717,4,1428,11299,2,317,10180,2,3,2,7691,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,1,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,3,3,6,9,7,7,3,1,1,3,2,1,2,2,3,3,1,3,2,7,3,4,6,7,0,3,5,1,3,,,,8.0,5.0,,,,,,,,, ,,8.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
425,1,0,1,41,12139,3622,13,9573,2706,24,11725,1722,1,1,15,6296,1,0,0,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,2,0,2,2,2,2,0,2,2,0,2,2,2,2,2,5,6,0,3,5,1,1,2,1,4,1,2,4,1,1,1,3,3,6,12,3,3,6,12,7,1,6,3,3.0,6.0,4.0,3.0,6.0,4.0,,,,3.0,6.0,,, ,2.0,3.0,6.0,4.0,2.0,0,0,0,0,0,1,0,0,0,0,1
437,1,1,0,48,13061,10329,19,12499,7876,29,12406,9512,0,0,17,6269,1,2,0,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,5,5,6,3,3,4,6,1,4,2,5,3,4,2,3,3,1,3,3,7,12,5,4,0,5,7,5,6,5,,,,,,,,,,1.0,4.0,,4.0, ,21.0,1.0,4.0,4.0,21.0,0,0,0,1,0,0,0,0,0,1,1
441,1,0,1,36,10660,1331,13,11152,4363,22,10317,1012,3,1,10,2112,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,0,0,2,2,2,5,5,6,0,4,4,4,1,5,1,5,2,5,5,1,2,1,3,3,3,12,6,4,3,12,7,3,1,5,8.0,4.0,7.0,8.0,2.0,,,,,8.0,2.0,,, ,11.0,8.0,2.0,7.0,11.0,0,1,0,0,0,0,0,0,0,0,0
442,2,0,0,37,10506,1228,10,6833,4881,22,10023,767,4,2,13,2271,1,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,0,0,2,2,2,2,2,0,2,2,2,6,5,4,2,4,1,2,2,3,3,4,2,3,3,1,3,3,3,3,6,6,3,12,2,3,5,5,11.0,3.0,,11.0,3.0,,,,,,,,, ,,11.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
452,3,1,1,18,3550,11366,5,2667,9345,13,5485,9271,5,3,8,3789,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,0,6,6,9,2,0,3,1,2,1,3,3,2,2,3,3,1,3,3,2,12,3,3,2,12,5,3,2,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
454,2,0,0,24,6369,5379,10,6006,5536,16,7652,534,6,0,12,250,1,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,3,3,6,5,6,2,3,1,5,5,4,4,3,4,3,3,1,3,3,2,5,6,3,2,3,6,3,6,5,8.0,5.0,,8.0,5.0,,,,,8.0,5.0,,, ,,8.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
455,2,1,0,22,4394,7941,9,5009,7095,17,5681,4300,4,3,7,5122,1,0,0,0,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,5,5,5,2,5,3,2,1,0,0,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,3,3,6,2,6,2,0,1,2,1,3,3,4,2,3,0,3,3,3,3,12,4,3,3,12,7,5,6,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
