stud_id,contact,tepsb_sex,cp09v02,cp09v05,cp09v06,cp09v07,cp09v08_u,cp09v08_ud,cp09v09,cp09v10,cp09v11_1,cp09v11_2,cp09v11_3,cp09v11_4,cp09v11_5,cp09v11_6,cp09v11_7,cp09v11_8,cp09v11_9,cp09v11_10,cp09v12,cp09v13,cp09v14,cp09v15,cp09v16,cp09v17,cp09v18,cp09v19,cp09v20,cp09v20_k,cp09v21,cp09v22,cp09v23,cp09v24,cp09v25,cp09v26,cp09v27
16183,6,1,1,1,5,2,3,5,1,1,1,1,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,72
05433,6,2,2,1,5,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,49
16661,6,2,2,3,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,997
12413,6,1,1,1,5,2,8,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,57
16380,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
11840,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
13996,6,2,2,3,6,2,11,2,1,2,0,0,0,0,0,0,1,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,60
18772,6,1,1,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,3,1,2,99,99,99,999,99,99,999,99,999,99,99,99,173,65
11321,6,2,2,1,5,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,52
17671,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
16332,6,1,1,1,3,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,70
02438,6,2,2,1,6,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,162,50
13291,6,2,2,1,6,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,159,49
00061,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,60
19856,6,2,2,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,3,1,1,3,2,4,51,51,2,999,5,35,2,1,99,158,52
08323,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
15189,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14428,6,1,1,96,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,78
00202,6,1,1,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,60
14975,6,2,2,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,3,1,1,3,2,97,50,51,2,999,5,50,5,2,4,172,63
00801,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,64
00171,6,2,2,1,5,2,8,2,2,1,1,0,0,0,0,0,0,0,0,0,1,99,99,3,2,2,71,41,2,999,6,40,5,2,2,160,48
10766,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
05067,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,1,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,56
06650,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,188,79
12931,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
09602,6,2,2,1,6,2,6,1,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,159,52
16728,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,52
09218,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04676,6,2,2,7,3,3,99,99,99,99,9,9,9,9,9,9,9,9,9,9,97,99,99,99,99,99,999,99,99,999,99,999,99,99,99,160,50
10143,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
06223,6,2,2,1,6,2,6,7,1,2,0,0,1,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,48
12130,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
19430,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,167,50
15854,6,2,2,1,5,2,8,7,1,1,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,45
14768,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
18002,6,2,2,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,151,42
15091,6,1,1,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,60
06776,6,1,1,1,5,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,60
12487,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
13669,6,2,2,1,6,2,1,3,1,2,0,1,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,159,46
14924,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,60
14697,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
15692,6,1,1,1,6,2,1,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,68
00031,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
18874,6,2,2,1,5,2,9,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,57
06644,6,1,1,1,5,2,9,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,167,82
14811,6,2,2,1,6,2,1,8,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,152,49
00998,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,167,54
02996,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
00373,6,2,2,1,5,2,9,7,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,42
06054,6,2,2,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,157,56
17531,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,56
08269,6,1,1,1,5,2,8,5,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,90
05360,6,2,2,1,6,2,6,2,2,2,0,0,0,0,0,0,0,1,0,0,1,99,99,4,99,3,47,52,2,999,6,35,2,1,99,160,58
10750,6,2,2,1,6,2,6,8,1,2,1,1,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,162,45
04728,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
00300,6,2,2,1,5,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,49
12584,6,1,1,1,5,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,65
11447,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,70
06220,6,2,2,1,5,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,3,81,42,2,999,6,48,6,1,99,156,50
18454,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,68
01879,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08556,6,2,2,1,6,2,1,6,1,2,1,0,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,80
13774,3,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
06662,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08844,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
10529,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
03578,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04920,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,162,48
00424,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
02417,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,66
03329,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
00462,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,150,40
18894,6,1,2,3,6,2,98,98,1,2,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,3,47,52,2,999,4,40,4,1,99,170,997
06582,6,2,2,3,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,48
18586,3,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14519,6,2,2,3,6,2,11,8,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,167,60
13634,6,1,1,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,75
05098,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,177,72
00437,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14576,6,1,1,1,6,3,6,4,1,2,0,0,0,0,0,0,1,0,0,0,1,99,99,4,99,3,84,34,1,5,6,40,6,1,99,163,56
14167,6,2,2,1,6,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,50
13754,6,1,1,1,6,2,1,2,1,2,0,0,0,0,1,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,173,70
08864,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
10241,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
18268,6,1,1,1,5,2,8,7,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,85
15708,6,2,2,1,4,1,9,4,1,1,0,0,0,0,0,0,0,1,0,0,1,99,99,4,99,2,51,51,2,999,6,70,3,1,99,158,68
07916,6,2,2,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,50
13508,6,1,2,3,6,2,11,9,1,2,0,0,0,0,0,0,0,0,1,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,997,997
14231,6,2,2,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,60
00150,6,1,1,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,55
08275,6,1,2,3,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,72
13703,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
10271,6,2,2,1,6,2,1,2,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,46
06575,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,179,72
07547,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
17753,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
16432,6,2,2,1,4,2,9,8,2,1,0,0,0,0,0,0,0,1,0,0,1,99,99,3,2,8,27,81,2,999,5,55,5,1,99,160,50
14882,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
12709,6,1,1,1,6,3,6,5,2,2,0,0,0,0,0,0,1,0,0,0,1,99,99,3,2,5,51,51,2,999,6,70,5,2,5,174,64
14829,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,177,85
01935,6,2,2,5,6,2,6,4,2,2,0,0,0,0,0,0,0,0,1,0,1,99,99,3,2,97,62,99,2,999,5,40,4,1,99,997,997
13873,6,1,1,2,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,171,70
15530,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
16134,6,1,1,1,6,2,6,3,1,2,0,0,1,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,68
08588,6,1,1,2,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,181,65
01822,6,2,2,1,5,2,4,7,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,48
14566,6,2,2,1,6,2,6,2,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,50
06099,6,2,2,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,48
17345,6,1,1,1,5,2,6,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,171,84
07344,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
01728,6,1,1,1,5,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,75
14113,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,46
15816,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,997
12846,6,2,2,3,3,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,97,81,22,2,999,6,40,5,1,99,154,40
15783,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08091,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,164,70
01501,6,1,1,1,6,2,6,7,1,2,0,0,1,1,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,85
13404,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
05355,6,2,2,1,5,2,8,8,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,52
11643,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04993,6,2,2,3,6,2,6,8,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,60
13626,6,1,1,1,6,2,1,8,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,60
04820,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
01768,6,1,1,1,5,2,8,8,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,65
06509,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04670,6,1,1,1,5,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,62
17339,6,2,2,1,6,2,8,99,1,1,0,0,0,0,1,1,0,0,0,0,3,1,2,99,99,99,999,99,99,999,99,999,99,99,99,165,50
13383,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,182,100
12743,6,2,2,1,6,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,62
05835,6,1,1,1,6,3,6,3,1,2,0,0,0,0,0,0,1,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,53
12133,6,1,1,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,62
06370,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
19276,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,70
15139,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
00971,6,1,1,1,6,2,1,6,2,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,75
10884,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
09302,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
07148,6,2,2,2,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,97,98,34,2,999,4,997,97,1,99,165,997
04367,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,164,49
07785,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08299,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
03073,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,56
11302,6,2,2,1,5,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,148,41
13118,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
11424,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,52
10733,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
19140,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
03825,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
12544,6,2,2,1,5,2,8,4,2,1,0,0,0,0,0,0,0,1,0,0,3,1,2,99,99,99,999,99,99,999,99,999,99,99,99,165,90
11786,6,1,1,1,3,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,3,1,2,99,99,99,999,99,99,999,99,999,99,99,99,175,85
15588,6,1,2,6,7,2,1,8,1,97,0,0,0,0,0,0,0,0,1,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,997,997
05291,6,2,2,3,5,2,9,8,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,45
09441,6,2,2,1,6,2,6,2,1,2,0,0,0,1,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,45
19701,6,2,2,1,5,2,4,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,54
05336,6,2,2,1,5,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,44
01867,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,75
09970,6,1,1,1,5,2,8,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,177,60
01524,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
18467,6,1,1,1,5,2,8,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,57
08102,6,2,2,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,159,46
01568,6,2,2,1,6,2,6,7,1,2,0,0,0,0,1,0,0,0,0,0,3,2,1,3,2,4,79,41,1,5,3,66,4,1,99,160,45
16815,6,1,1,1,5,2,3,6,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,77
03959,6,2,2,1,5,2,9,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,153,48
06512,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,45
02734,6,1,1,1,6,2,6,3,2,2,0,0,0,0,0,0,0,1,0,0,1,99,99,3,2,5,8,74,2,999,6,54,7,1,99,170,67
19115,6,2,2,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,2,2,997,82,2,999,4,40,4,1,99,153,37
16462,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,184,67
11823,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,173,69
14239,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
06114,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
17775,6,1,1,1,6,2,1,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,65
01357,6,2,2,1,6,2,6,4,1,2,0,1,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,41
17998,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,65
05065,6,2,2,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,6,98,34,2,999,4,90,6,1,99,160,45
18466,6,2,2,1,5,2,8,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,47
05633,6,1,1,1,6,2,6,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,179,69
