stud_id,contact,tepsb_sex,cp09v02,cp09v05,cp09v06,cp09v07,cp09v08_u,cp09v08_ud,cp09v09,cp09v10,cp09v11_1,cp09v11_2,cp09v11_3,cp09v11_4,cp09v11_5,cp09v11_6,cp09v11_7,cp09v11_8,cp09v11_9,cp09v11_10,cp09v12,cp09v13,cp09v14,cp09v15,cp09v16,cp09v17,cp09v18,cp09v19,cp09v20,cp09v20_k,cp09v21,cp09v22,cp09v23,cp09v24,cp09v25,cp09v26,cp09v27
13262,6,2,2,1,5,2,9,7,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,50
03874,6,2,2,1,5,2,8,7,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,41
04816,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,171,78
10945,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14248,6,1,1,1,5,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,100
15772,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
11555,6,1,1,1,6,3,6,3,1,2,0,0,0,0,0,0,1,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,62
14514,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,167,55
13111,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,51
19046,6,2,2,1,6,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,46
14606,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
15941,6,1,1,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,61
13378,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,50
17278,6,1,1,2,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,97,98,51,97,999,5,997,97,1,99,170,997
05003,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14470,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14468,6,1,1,1,5,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,85
16786,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
13785,6,2,2,1,5,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,157,46
13819,6,2,2,1,5,2,4,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,45
18977,6,2,2,3,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,46
08794,6,1,2,3,5,2,3,7,1,2,0,0,0,0,0,0,0,0,1,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,50
07284,6,2,2,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,53
11947,6,2,2,1,4,1,9,8,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,2,5,92,42,2,999,6,40,4,1,99,152,55
14425,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
05765,6,2,2,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,50
03752,6,1,1,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,59
02494,6,2,2,1,5,2,8,3,2,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,2,5,27,81,2,999,4,48,5,1,99,163,45
00380,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
12618,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
02807,6,2,2,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,51
01347,6,1,1,1,5,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,177,76
07204,6,2,2,1,5,2,9,2,1,1,0,0,1,0,1,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,49
11590,6,1,1,1,5,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,54
03281,6,2,2,1,6,2,1,3,1,2,0,1,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,62
08233,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
01094,6,2,2,1,5,2,9,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,62
16833,6,2,1,2,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,97,98,34,1,997,4,47,6,1,99,997,997
15751,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
15735,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,998,998
02424,6,2,2,1,5,2,8,5,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,44
05728,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
12684,6,2,2,3,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,1,9,98,34,97,999,6,995,7,1,99,158,50
01624,1,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
10735,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,80
03591,6,2,2,1,5,2,3,3,1,1,0,0,1,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,42
11395,5,2,2,1,5,3,96,96,1,1,0,0,0,0,0,0,1,0,0,0,1,99,99,3,2,4,996,96,2,999,6,52,5,2,96,996,996
14077,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,65
07839,6,2,2,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,157,49
16869,6,2,2,1,6,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,50
01334,6,2,2,1,5,2,8,4,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,46
14952,6,2,2,1,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,2,4,51,51,2,999,6,50,5,2,4,170,65
12223,6,2,2,1,5,2,9,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,45
14760,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,169,78
04486,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,1,0,0,0,3,1,1,3,2,97,15,93,2,999,4,40,6,1,99,170,65
01448,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,180,62
01251,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,57
02056,6,2,2,1,5,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,153,40
12713,6,2,2,1,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,2,97,12,93,2,999,6,48,5,2,4,161,57
13358,6,2,2,1,5,2,4,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,45
18898,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,66
06017,6,2,2,1,5,2,9,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,4,51,51,2,999,5,30,4,1,99,158,47
15517,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,179,57
18860,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,173,60
13799,6,2,2,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,60
02294,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
05640,6,1,2,3,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,47
16263,6,2,2,1,5,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,50
08972,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,68
05624,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
07404,6,2,2,1,6,2,6,8,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,51
18906,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,48
04494,6,2,2,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,159,65
07309,6,1,2,3,6,2,98,98,2,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,175,996
14071,6,1,1,1,6,2,1,7,1,2,0,0,0,1,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,171,60
18264,6,2,2,1,6,2,6,8,2,2,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,5,57,51,2,999,5,70,4,1,99,166,57
02847,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,55
08223,3,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
15496,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,150,47
05631,6,1,1,1,5,2,8,5,2,1,0,0,0,0,0,0,0,1,0,0,1,99,99,3,2,3,47,52,2,999,6,30,97,1,99,170,60
04692,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,177,63
13825,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,58
10332,6,2,2,1,6,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,69
13805,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08437,3,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
06860,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
05004,6,1,1,1,6,2,1,4,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,179,67
19917,6,1,1,1,6,2,1,6,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,182,80
00919,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,178,65
04365,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
01109,6,2,2,1,6,2,1,3,1,2,0,1,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,58
02071,6,2,2,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,47
12186,6,2,2,1,6,2,6,3,1,2,0,0,0,1,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,161,50
00610,6,1,1,1,5,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,3,1,2,99,99,99,999,99,99,999,99,999,99,99,99,173,61
06422,6,2,2,1,6,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,154,52
03913,1,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
18436,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
16621,6,1,1,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,174,63
05277,6,1,1,1,5,2,9,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,60
15664,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
08120,6,1,1,1,6,2,6,5,2,2,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,9,26,82,2,999,5,40,4,1,99,163,56
12458,6,1,1,1,6,2,1,5,1,2,0,0,1,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,50
13159,6,1,1,1,6,2,6,5,2,2,0,0,0,1,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,173,63
12241,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,97,99,99,99,99,999,99,99,999,99,999,99,99,99,179,72
04120,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
09732,6,1,1,1,6,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,106
12494,6,1,2,5,6,2,6,2,1,97,0,0,0,0,0,0,0,1,0,0,3,97,99,99,99,99,999,99,99,999,99,999,99,99,99,185,997
03509,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,75
13063,5,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14214,6,2,2,1,2,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,2,3,46,52,2,999,6,90,6,2,4,167,48
11253,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04797,6,1,1,1,4,1,5,8,1,1,0,0,0,0,0,0,0,1,0,0,1,99,99,3,1,9,98,51,2,999,6,48,12,1,99,186,74
02227,6,2,2,1,6,2,1,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,164,48
01587,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,173,63
14828,6,1,1,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,80
06010,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,52
17601,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,186,58
10024,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
00024,6,1,1,1,6,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,75
02139,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
06609,6,1,1,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,171,70
05343,6,2,2,3,6,2,97,97,1,2,0,0,0,0,0,0,0,0,1,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,49
14966,6,2,2,1,1,1,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,99,99,3,2,4,8,93,2,999,5,60,4,2,4,161,58
06222,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,68
06413,6,1,1,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,179,64
04982,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,60
13692,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
07545,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
16945,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,50
16528,6,2,2,3,5,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,1,99,99,3,2,4,96,51,2,999,4,997,2,1,99,160,55
06876,6,1,1,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,68
07583,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04960,6,2,2,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,45
12236,6,2,2,1,5,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,75
07343,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,63
11634,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,50
06738,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,183,65
08811,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,61
11976,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
14527,6,2,2,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,65
15155,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
01855,6,1,1,1,6,2,6,3,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,176,80
10380,6,2,2,1,5,2,8,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,52
18975,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,169,77
08044,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,153,46
13792,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,58
19528,6,1,1,1,5,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,43
02265,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,56
00536,6,2,2,1,5,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,63
04730,6,1,1,1,6,2,1,1,2,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,185,95
14833,6,1,1,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,172,52
16489,6,2,2,1,5,2,8,7,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,162,42
05272,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,156,56
01676,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,148,52
03200,6,2,2,1,6,2,1,6,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,60
04285,6,2,2,1,4,1,3,3,2,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,2,4,92,93,2,999,6,40,5,1,99,161,51
00002,6,2,2,1,5,2,8,3,1,1,0,0,0,1,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,150,60
09734,6,2,2,1,5,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,52
00709,6,2,2,1,6,2,6,7,1,2,0,0,0,0,0,1,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,154,54
05234,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
13566,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
04218,6,2,2,1,6,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,47
09131,6,1,1,1,6,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,170,70
15663,6,1,1,1,6,2,6,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,166,60
02984,6,2,1,2,5,2,6,8,1,1,1,0,0,0,0,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,997,997
11358,6,2,2,2,6,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,155,50
13650,6,2,2,1,6,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,168,50
09167,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
07451,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,165,45
14161,6,1,2,3,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,169,60
01447,6,2,2,1,5,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,3,2,1,3,2,4,79,33,2,999,4,40,4,1,99,162,85
04478,4,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
17015,6,2,2,1,5,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,158,43
15870,6,1,1,1,6,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,169,76
03479,5,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
12042,4,1,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,96,96,96,96,96,96,996,96,96,999,96,996,96,96,96,996,996
11871,6,2,2,1,6,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,163,46
10337,6,2,2,1,6,2,6,3,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,99,99,99,999,99,99,999,99,999,99,99,99,160,49
