stud_id,svyunit,ym,contact,teps_sex,tepsb_sex,np13v01,np13v05,np13v28,np13v29,np13v30_g,np13v30_gd,np13v31,np13v32v33_u,np13v32v33_ud,np13v34,np13v35,np13v36,np13v36_1,np13v36_2,np13v37,np13v37_1,np13v37_2,np13v38,np13v38_1,np13v38_2,np13v39,np13v39_1,np13v39_2,np13v40,np13v41,np13v42,np13v43,np13v44,np13v44_1,np13v45,np13v46,np13v47,np13v48,np13v49,np13v49_k,np13v50,np13v51,np13v52,np13v53,np13v54,np13v55,np13v56,np13v57,np13v58,np13v59,np13v60,np13v60_k,np13v61,np13v62,np13log1,np13log2
43182,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34906,1,201312,2,1,1,1,6,3,7,1,4,2,1,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
34209,1,201312,2,2,2,1,9,3,6,99,99,1,1,2,1,1,1,99,99,1,99,99,2,1,99,2,1,99,1,1,2,1,1,99,2,22,5,41,2,999,11,40,7,2,9,1,2,20,9,34,2,999,50,6,0,0
34880,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48054,1,201312,2,2,2,1,2,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,998,5,41,2,999,9,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
45327,1,201312,2,2,2,1,1,3,7,1,5,2,6,5,1,2,1,99,99,2,2,2,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
48676,1,201312,2,1,1,1,11,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,22,9,41,1,6,10,40,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
41887,2,201404,2,2,2,1,2,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,2,1,99,2,1,99,1,1,2,1,1,99,1,79,8,41,2,999,12,33,7,2,10,1,2,79,4,33,2,999,15,6,0,0
41475,1,201312,2,2,2,3,9,3,5,99,99,1,9,2,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,45,4,34,2,999,11,45,6,2,9,1,2,79,4,41,2,999,54,6,0,0
46420,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40143,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33239,1,201401,2,2,2,1,4,3,6,99,99,1,1,3,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,1,79,6,23,2,999,10,40,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
43283,1,201311,2,1,1,1,8,3,6,99,99,1,1,5,1,2,1,99,99,2,1,99,1,99,99,1,99,99,2,3,1,1,99,1,2,27,9,21,2,999,10,70,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
37475,1,201311,2,2,2,1,1,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,1,1,99,2,56,9,42,1,6,9,45,8,2,9,1,2,74,2,41,2,999,40,6,0,0
47194,1,201311,2,1,1,1,15,3,6,99,99,1,1,1,1,2,2,1,99,2,1,99,1,99,99,1,99,99,1,1,2,1,1,99,1,98,5,41,2,999,10,40,8,2,9,1,1,89,97,34,2,999,40,7,0,0
31489,1,201401,2,1,1,1,6,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,79,6,33,2,999,11,40,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
30477,1,201401,2,1,1,1,2,2,6,99,99,1,6,1,1,2,1,99,99,1,99,99,2,1,99,2,1,99,2,1,2,1,1,99,2,87,4,34,2,999,11,25,8,2,6,1,2,51,4,51,2,999,49,6,0,0
47958,2,201404,2,2,2,1,1,3,6,99,99,1,1,1,1,2,1,99,99,1,99,99,2,1,99,2,1,99,1,1,2,1,1,99,1,79,5,23,1,2,11,40,9,2,9,1,1,79,5,23,1,2,40,10,0,0
37926,1,201312,2,1,1,1,2,3,7,8,5,2,1,1,1,1,1,99,99,1,99,99,2,1,99,1,99,99,99,1,2,1,1,99,1,79,6,23,2,999,11,50,10,2,10,1,2,24,5,72,2,999,45,4,0,0
31533,1,201401,2,1,1,5,16,3,7,8,97,1,8,5,1,1,97,99,99,97,99,99,97,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
32566,1,201311,2,1,1,3,18,3,6,99,99,2,6,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
30674,1,201312,2,2,2,1,9,3,6,99,99,1,1,1,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,1,79,5,23,2,999,11,45,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
41927,1,201401,2,2,2,3,8,3,3,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,1,1,99,2,60,97,42,97,999,11,997,7,2,97,1,2,60,97,42,97,999,997,97,0,0
42155,2,201403,2,2,2,1,2,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,64,6,41,2,999,9,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
46169,1,201312,2,1,1,1,2,3,5,99,99,1,4,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,62,9,42,2,999,11,40,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
36325,1,201312,2,1,1,1,8,3,2,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
34991,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38823,1,201311,2,2,2,1,1,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,2,2,2,2,1,99,1,1,1,2,1,99,2,70,4,31,2,999,11,50,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
37146,2,201403,2,2,2,3,15,3,6,99,99,1,6,3,1,2,2,2,2,1,99,99,1,99,99,1,99,99,1,3,2,1,99,1,2,51,5,51,2,999,10,63,5,2,9,1,2,51,97,51,2,999,997,5,0,0
49283,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47893,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41679,1,201312,2,2,2,1,2,3,7,1,8,2,1,3,1,1,1,99,99,1,99,99,2,1,99,2,1,99,99,3,2,1,99,1,2,81,2,32,2,999,97,35,98,1,99,99,99,999,99,9999,99,999,999,99,0,0
39691,1,201312,2,2,2,1,2,3,5,99,99,1,9,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,1,98,9,34,1,100,9,997,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
34123,1,201312,2,2,2,1,1,3,7,1,3,1,1,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,1,2,2,1,99,2,26,9,34,2,999,11,40,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
47347,1,201312,2,2,2,1,2,3,7,1,3,2,1,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
35708,2,201403,2,2,2,1,4,3,6,99,99,1,6,3,1,2,2,1,99,2,1,99,1,99,99,1,99,99,2,1,2,1,1,99,2,94,5,41,2,999,10,45,7,2,9,1,2,69,8,34,2,999,50,8,0,0
34926,1,201312,2,1,1,1,4,3,6,99,99,1,1,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,1,1,99,2,17,6,31,2,999,11,40,7,2,9,1,2,17,5,41,2,999,40,6,0,0
42661,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
30012,1,201312,2,2,2,1,8,3,5,99,99,1,8,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,998,8,42,2,999,10,40,8,2,8,1,2,998,4,42,2,999,48,5,0,0
31300,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
46180,1,201311,2,1,1,1,14,3,5,99,99,1,8,3,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,1,98,97,34,2,999,5,40,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
43159,1,201311,2,2,2,1,1,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,2,1,99,2,1,99,1,3,2,1,99,1,2,47,9,52,1,8,10,55,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
48393,2,201404,2,1,1,1,4,3,1,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,2,99,99,51,3,51,2,999,10,36,3,2,97,1,2,27,5,41,2,999,40,4,0,0
49112,1,201312,2,2,2,1,8,3,5,99,99,1,8,7,2,1,1,99,99,1,99,99,2,1,99,1,99,99,1,1,1,1,1,99,2,79,5,33,2,999,11,45,5,2,10,1,2,51,9,51,2,999,45,5,0,0
37636,2,201404,2,1,1,1,1,3,6,99,99,1,1,5,1,2,2,2,1,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,30,4,72,2,999,10,40,6,2,9,1,2,51,3,51,2,999,49,7,0,0
48367,1,201312,2,1,1,3,4,3,5,99,99,1,3,4,1,1,1,99,99,1,99,99,97,99,99,97,99,99,1,1,2,2,1,99,2,62,8,71,2,999,10,997,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
32889,1,201312,2,1,1,1,2,3,7,3,5,1,1,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,2,2,2,1,99,2,47,6,21,2,999,11,40,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
42101,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39282,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41555,2,201403,2,1,1,1,11,3,6,99,99,1,6,2,1,2,2,2,1,1,99,99,1,99,99,1,99,99,1,1,1,2,1,99,2,50,3,42,2,999,10,48,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
37548,1,201312,2,2,2,1,4,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,2,1,99,2,2,3,1,3,1,1,99,1,2,46,9,52,2,999,10,45,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
37942,2,201403,2,2,2,1,1,3,7,6,8,1,6,8,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,1,99,1,2,998,5,41,2,999,11,9,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
48789,1,201311,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40431,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31840,1,201312,2,2,2,1,19,3,7,1,1,2,1,1,1,2,1,99,99,1,99,99,2,1,99,1,99,99,99,1,2,1,1,99,2,79,5,34,1,20,10,50,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
39212,1,201401,2,2,2,1,8,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,1,1,1,99,2,50,7,34,2,999,11,40,7,2,9,1,2,69,6,34,2,999,60,8,0,0
46167,2,201403,2,1,1,1,8,3,5,99,99,1,8,5,1,1,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,2,1,99,2,25,5,41,2,999,10,48,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
47070,1,201312,2,1,1,1,11,3,5,99,99,1,8,4,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,25,4,82,2,999,10,40,5,2,10,1,2,50,97,71,2,999,40,6,0,0
35776,1,201312,2,1,1,2,11,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,14,6,34,1,997,11,40,5,2,11,1,2,17,9,75,2,999,40,4,0,0
38558,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38745,1,201312,2,1,1,3,1,3,5,99,99,1,3,5,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,54,9,72,2,999,11,997,15,1,99,99,99,999,99,9999,99,999,999,99,0,0
39793,1,201312,2,1,1,3,14,3,6,99,99,1,6,3,1,2,97,99,99,97,99,99,97,99,99,97,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
41381,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48369,2,201403,2,2,2,1,4,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,1,1,99,2,79,6,42,2,999,12,45,8,2,9,1,2,47,9,52,2,999,40,10,0,0
49739,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34572,1,201311,2,1,1,5,2,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,41,97,31,97,999,10,70,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
48181,1,201312,2,2,2,1,4,3,5,99,99,1,3,6,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,2,99,99,16,3,34,2,999,9,40,2,1,99,99,99,999,99,9999,99,999,999,99,0,0
38130,1,201311,2,1,1,1,14,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,1,1,99,1,2,27,6,81,2,999,9,40,4,1,99,99,99,999,99,9999,99,999,999,99,0,0
37462,1,201312,2,2,2,1,1,3,5,99,99,1,8,7,1,1,2,2,2,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,81,4,51,2,999,9,54,12,2,8,1,2,81,97,22,2,999,48,13,0,0
38692,1,201312,2,2,2,1,8,3,6,99,99,1,1,6,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,51,5,51,1,20,9,63,6,2,9,1,2,8,97,31,2,999,48,5,0,0
37515,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36097,2,201403,2,1,1,3,24,3,7,11,3,2,98,9,1,2,1,99,99,1,99,99,97,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
34492,1,201311,2,1,1,3,2,3,7,97,7,2,6,5,1,2,1,99,99,1,99,99,97,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
39159,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41153,1,201312,2,2,2,1,4,3,5,99,99,1,3,6,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,64,6,34,2,999,11,40,5,2,10,1,2,8,8,74,1,45,55,7,0,0
49729,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33895,1,201312,2,1,1,1,14,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,60,9,42,2,999,11,40,6,2,10,1,2,47,6,52,2,999,50,6,0,0
31542,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
35736,1,201401,2,1,1,1,2,3,6,99,99,1,6,7,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
34206,1,201311,2,1,1,1,2,3,7,1,2,2,1,4,1,2,1,99,99,1,99,99,2,1,99,2,2,2,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
39351,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34584,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40490,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44864,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44392,1,201312,2,2,2,1,15,3,5,99,99,1,3,3,1,1,1,99,99,1,99,99,2,1,99,1,99,99,1,1,2,1,1,99,2,10,6,41,2,999,11,55,6,2,9,1,2,27,6,31,2,999,50,6,1,0
48020,1,201401,2,1,1,1,18,3,1,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,1,99,1,2,47,6,52,2,999,11,40,5,2,5,1,1,98,5,34,1,30,997,8,0,0
33765,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48687,1,201312,2,1,1,1,8,3,5,99,99,1,8,4,1,1,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,73,4,34,1,2,11,40,6,2,97,1,2,51,5,51,2,999,50,4,0,0
33020,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
30493,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48899,1,201311,2,2,2,1,1,3,7,1,3,1,6,3,1,2,1,99,99,1,99,99,2,1,99,2,1,99,99,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
43267,1,201312,2,1,1,1,8,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
36160,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47297,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
35876,1,201311,2,1,1,3,15,3,6,99,99,2,6,7,1,2,1,99,99,1,99,99,97,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
44010,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41567,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34496,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
42484,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
30728,1,201311,2,2,2,3,8,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,1,1,1,99,2,997,4,34,2,999,11,997,5,2,10,1,2,69,97,34,2,999,997,5,0,0
35100,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40754,1,201312,2,2,2,1,14,3,5,99,99,1,3,8,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,1,98,4,41,2,999,9,40,6,2,7,1,2,51,4,51,2,999,40,5,1,0
34223,1,201312,2,2,2,3,24,3,6,99,99,1,6,7,1,1,1,99,99,1,99,99,97,99,99,2,1,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
40221,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36266,1,201312,2,2,2,1,6,3,5,99,99,1,4,2,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,14,4,34,1,2,10,50,6,1,99,99,99,999,99,9999,99,999,999,99,1,0
43476,1,201312,2,1,1,1,16,3,1,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
36241,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48127,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43854,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39378,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44220,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33050,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44468,1,201401,2,2,2,3,14,3,6,99,99,1,6,3,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,26,97,41,2,999,10,45,6,2,97,1,2,8,5,41,2,999,40,5,0,0
47575,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31832,1,201312,1,1,1,3,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
32905,1,201312,2,1,1,1,8,3,5,99,99,1,8,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,1,1
