stud_id,svyunit,ym,contact,teps_sex,tepsb_sex,np13v01,np13v05,np13v28,np13v29,np13v30_g,np13v30_gd,np13v31,np13v32v33_u,np13v32v33_ud,np13v34,np13v35,np13v36,np13v36_1,np13v36_2,np13v37,np13v37_1,np13v37_2,np13v38,np13v38_1,np13v38_2,np13v39,np13v39_1,np13v39_2,np13v40,np13v41,np13v42,np13v43,np13v44,np13v44_1,np13v45,np13v46,np13v47,np13v48,np13v49,np13v49_k,np13v50,np13v51,np13v52,np13v53,np13v54,np13v55,np13v56,np13v57,np13v58,np13v59,np13v60,np13v60_k,np13v61,np13v62,np13log1,np13log2
39198,1,201312,2,1,1,1,16,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,21,7,82,2,999,10,40,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
47861,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
45754,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
45357,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33191,1,201311,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47049,1,201311,2,1,1,1,1,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,1,1,99,1,2,74,4,34,2,999,10,55,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
49970,1,201312,2,2,2,2,1,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,1,98,97,41,97,999,97,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
34260,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41852,1,201312,2,1,1,1,5,3,2,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,99,2,39,6,51,1,2,11,40,6,2,8,1,2,51,4,51,2,999,40,5,0,0
35228,1,201311,2,2,2,2,1,3,6,99,99,1,1,3,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,69,9,34,2,999,9,78,11,1,99,99,99,999,99,9999,99,999,999,99,0,0
30153,1,201401,2,1,1,3,15,3,5,99,99,1,3,4,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,56,9,9997,97,999,10,50,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
41543,2,201403,2,2,2,1,8,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,70,3,31,2,999,10,38,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
46535,1,201312,2,1,1,3,8,3,5,99,99,1,8,5,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,27,97,9997,2,999,10,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
36972,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39171,1,201312,2,1,1,1,2,3,5,99,99,1,8,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,25,3,31,2,999,10,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
43016,2,201404,2,2,2,1,6,3,7,1,4,1,1,4,1,2,2,2,2,2,1,99,1,99,99,2,1,99,99,1,2,1,1,99,2,27,97,21,2,999,12,43,10,2,11,1,2,40,4,31,2,999,40,7,0,0
41760,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43724,2,201404,2,1,1,1,6,3,7,6,5,1,6,5,1,2,2,1,99,1,99,99,1,99,99,2,1,99,99,1,2,2,1,99,2,27,9,21,2,999,11,60,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
39944,1,201401,1,1,1,2,16,3,1,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,99,2,997,97,9996,97,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38452,1,201401,2,1,1,7,24,3,5,99,99,1,3,97,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,1,99,1,2,51,5,51,97,999,97,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
40308,8,礚羛么筿杠(ぃ続ノ筿砐),8,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49561,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36144,1,201312,2,1,1,1,9,3,5,99,99,1,8,5,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
45579,1,201312,2,1,1,2,8,3,6,99,99,1,6,4,1,2,2,2,1,1,99,99,2,1,99,2,1,99,2,1,2,2,1,99,2,63,97,41,2,999,11,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
40029,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
37175,2,201404,2,1,1,2,4,3,5,99,99,1,8,3,1,2,2,2,1,1,99,99,1,99,99,1,99,99,1,3,2,1,99,1,2,26,9,81,2,999,10,70,8,1,99,99,99,999,99,9999,99,999,999,99,0,1
40401,2,201403,2,1,1,1,15,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,62,4,42,2,999,11,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
48007,2,201403,2,2,2,1,2,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,1,1,99,2,74,3,91,2,999,12,45,5,2,10,1,2,47,3,52,2,999,48,5,0,0
46001,1,201401,2,2,2,3,24,3,5,99,99,1,3,8,1,1,1,99,99,1,99,99,97,99,99,97,99,99,97,1,97,97,1,99,2,51,97,9997,97,999,11,997,97,97,99,99,99,999,99,9999,99,999,999,99,1,0
33922,2,201403,2,2,2,1,1,1,6,99,99,1,1,3,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,45,5,34,2,999,8,40,7,2,6,1,2,997,4,42,2,999,40,6,1,0
46986,1,201312,2,2,2,1,8,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,60,9,42,2,999,11,60,7,2,10,1,2,79,4,42,2,999,50,5,0,0
38945,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47968,1,201401,2,2,2,1,19,3,5,99,99,1,8,6,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,64,9,34,2,999,11,40,6,2,9,1,2,81,3,32,2,999,50,4,0,0
49028,2,201403,2,1,1,1,18,3,6,99,99,1,6,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,81,8,22,2,999,10,42,12,1,99,99,99,999,99,9999,99,999,999,99,0,0
45858,1,201311,2,2,2,1,15,3,5,99,99,3,8,2,1,1,2,1,99,1,99,99,1,99,99,1,99,99,1,3,2,1,99,1,2,997,4,9997,2,999,97,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
33321,1,201312,2,1,1,1,11,3,7,3,2,2,8,5,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,1,99,1,2,47,3,34,2,999,10,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
38393,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
45565,1,201312,2,1,1,3,2,3,6,99,99,1,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,2,99,99,998,4,34,2,999,10,60,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
48535,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36676,1,201312,2,1,1,1,6,3,5,99,99,3,8,5,2,1,1,99,99,2,1,99,1,99,99,1,99,99,1,1,2,2,1,99,2,51,2,51,2,999,11,30,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
49523,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31425,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38507,1,201311,2,2,2,1,15,3,6,99,99,1,6,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,81,9,22,2,999,9,40,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
36346,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
45648,1,201312,2,2,2,1,15,3,1,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,99,2,998,4,41,2,999,11,48,5,2,8,1,2,47,2,52,2,999,48,5,0,0
45338,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40858,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
42084,1,201312,2,2,2,1,15,3,5,99,99,1,4,2,1,1,1,99,99,1,99,99,2,1,99,1,99,99,1,3,2,1,99,1,2,69,3,34,2,999,9,45,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
34067,1,201311,2,2,2,1,2,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,2,1,99,2,1,99,1,3,2,1,99,1,2,62,9,42,2,999,9,50,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
41359,2,201403,2,1,1,1,8,3,6,99,99,1,6,7,1,2,1,99,99,1,99,99,1,99,99,2,1,99,1,3,2,1,99,1,2,46,8,32,2,999,9,85,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
34309,1,201312,2,2,2,1,10,3,5,99,99,1,8,2,1,1,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,1,2,99,99,46,3,52,2,999,9,60,5,2,9,1,2,47,2,41,2,999,35,5,0,0
41920,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48352,1,201312,2,1,1,3,15,3,5,99,99,1,8,9,1,1,2,2,3,1,99,99,2,1,99,1,99,99,1,1,2,1,1,99,2,50,8,51,97,999,11,48,5,2,10,1,2,51,5,51,2,999,48,5,0,0
45279,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48747,1,201312,2,1,1,2,24,3,5,99,99,1,8,8,2,1,1,99,99,97,99,99,97,99,99,97,99,99,97,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
30918,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
37633,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47281,1,201311,2,1,1,1,2,3,6,99,99,1,6,2,1,2,2,1,99,2,1,99,1,99,99,1,99,99,1,1,2,2,1,99,2,71,5,31,2,999,10,40,98,1,99,99,99,999,99,9999,99,999,999,99,0,0
35735,1,201401,2,2,2,1,2,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,1,98,5,34,2,999,10,43,11,2,9,1,2,66,9,24,2,999,40,7,0,0
37074,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33455,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44683,1,201311,2,2,2,1,2,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,69,9,33,1,998,9,80,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
49749,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44507,2,201403,2,2,2,3,24,3,7,11,7,2,11,4,1,97,97,99,99,97,99,99,97,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
48610,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40539,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40219,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41783,2,201403,2,2,2,1,9,3,6,99,99,1,6,5,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,10,6,41,2,999,11,50,6,2,9,1,2,10,5,31,2,999,45,5,0,0
41591,1,201312,2,1,1,2,4,3,7,1,5,2,8,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,1,99,1,2,26,9,34,2,999,10,40,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
34870,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36882,1,201312,1,1,1,3,16,3,6,99,99,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
46839,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41072,1,201311,2,2,2,2,24,3,8,1,5,2,1,5,1,2,1,99,99,2,1,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
43449,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
46212,2,201404,2,2,2,4,4,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,55,9,51,97,999,11,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
34233,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39230,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38980,1,201312,2,2,2,3,8,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,997,97,9997,97,999,11,40,6,2,9,1,2,72,97,31,2,999,40,6,0,0
44651,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49646,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41900,1,201312,2,2,2,1,8,3,6,99,99,1,6,4,1,2,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,1,1,99,2,27,9,31,2,999,10,40,7,2,9,1,2,12,6,34,2,999,40,5,0,0
37244,1,201401,2,1,1,1,11,3,7,3,3,2,6,3,1,2,1,99,99,1,99,99,2,2,2,2,2,2,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
49513,1,201401,2,2,2,1,8,3,5,99,99,1,8,9,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,1,2,1,99,2,29,6,72,2,999,11,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
34951,2,201403,2,2,2,1,11,3,6,99,99,1,1,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,2,1,99,1,1,79,6,23,2,999,10,50,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
33243,2,201404,2,1,1,1,8,3,6,99,99,1,6,8,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,79,6,41,2,999,11,40,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
39135,2,201404,2,1,1,3,8,3,5,99,99,1,8,2,1,1,1,99,99,1,99,99,1,99,99,97,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
42583,1,201312,2,2,2,1,1,3,7,1,3,2,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
46020,2,201404,2,2,2,1,1,3,6,99,99,1,6,7,1,2,1,99,99,2,2,2,1,99,99,1,99,99,1,1,1,2,1,99,2,81,6,32,2,999,10,42,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
36175,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
46405,1,201311,2,2,2,1,2,3,5,99,99,1,9,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,1,47,6,41,2,999,11,40,98,2,9,1,1,47,6,41,2,999,43,98,0,0
34812,1,201311,2,1,1,1,8,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,2,1,99,2,2,2,2,1,2,2,1,99,2,69,4,24,2,999,11,55,12,1,99,99,99,999,99,9999,99,999,999,99,0,0
47955,1,201312,2,1,1,1,2,3,7,1,5,2,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
38546,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38013,1,201312,2,1,1,2,4,3,5,99,99,2,8,97,1,1,1,99,99,2,1,99,1,99,99,1,99,99,1,1,2,1,1,99,2,95,97,72,1,997,2,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
36606,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39877,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
37834,1,201312,2,1,1,1,8,3,5,99,99,1,8,3,1,1,1,99,99,1,99,99,2,1,99,1,99,99,1,1,2,2,1,99,2,66,4,34,2,999,10,44,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
45078,2,201404,1,1,1,3,3,3,3,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,1,1,99,2,46,2,52,2,999,11,50,97,2,97,1,96,996,96,9996,96,999,996,96,0,0
49999,1,201401,2,1,1,3,8,3,1,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,99,2,31,97,82,2,999,9,45,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
35147,1,201312,2,2,2,3,24,3,5,99,99,1,3,6,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,1,99,1,2,62,97,41,2,999,10,40,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
38370,1,201312,2,1,1,1,15,3,5,99,99,1,8,8,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,51,97,51,2,999,10,40,98,98,99,99,99,999,99,9999,99,999,999,99,0,0
33193,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39043,1,201312,2,2,2,1,14,3,6,99,99,1,6,3,1,2,1,99,99,2,1,99,2,2,2,1,99,99,1,1,2,1,1,99,2,69,3,34,2,999,11,40,5,2,9,1,2,69,3,34,2,999,40,6,0,0
30985,1,201311,2,2,2,1,2,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,2,1,99,2,3,2,1,99,1,2,82,3,34,2,999,9,47,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
41053,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40200,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31646,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31483,1,201401,2,1,1,1,14,3,6,99,99,1,1,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
37037,1,201312,2,2,2,3,14,1,2,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,99,2,90,97,51,2,999,11,997,4,1,99,99,99,999,99,9999,99,999,999,99,0,0
41983,2,201403,2,1,1,1,2,3,7,1,7,1,1,6,1,1,1,99,99,1,99,99,2,1,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
43655,1,201312,2,1,1,3,2,3,6,99,99,1,6,3,2,2,1,99,99,1,99,99,2,1,99,1,99,99,1,1,1,1,1,99,1,79,97,9700,2,999,10,40,6,2,9,1,2,92,5,41,2,999,40,6,0,0
48893,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
39642,1,201312,2,1,1,7,24,3,6,99,99,1,1,5,97,2,1,99,99,1,99,99,1,99,99,97,99,99,2,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
49372,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36757,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
35913,1,201312,2,2,2,1,4,3,6,99,99,1,6,3,1,2,2,2,1,2,1,99,1,99,99,1,99,99,2,1,2,1,1,99,1,69,6,34,2,999,10,40,7,2,9,1,2,64,5,34,2,999,50,6,0,0
