  2411203  .2133922427892685      .2792071998119354     3.1180768013000491151336 5 332 221341 6 6251 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 2 2 2 6 6 6 6 6 6 1 3 3 2 4 1 3 2 2 3 2 3 4 4 2 1 1 2 4 4 3 3 3 1 3 2 3 2 4 4 2 1 1 0 1 1 0 0 2 6 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 4 3 1 6 6 1 2 3 3 2 1 4 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 3 2 3 3 2 3 3 4 4 3 4 1 30 0000000000000000
  2791213  .2850755453109741     .35237717628479004    3.16587805747985841152216 6 253 535111 5 5352 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 5 3 3 3 3 5 5 4 1 1 1 1 4 3 3 3 4 2 3 2 1 4 5 6 6 0 0 0 0 1 0 2 5 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 2 4 1 1 1 6 1 3 1 3 2 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 297 1 4 2 4 1 1 11 0000000000000000
  2961203 1.1579056978225708   -.034759487956762314     .70414149761199951151336 5 223 221241 3 3232 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 2 2 2 2 6 3 2 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 4 1 1 1 4 4 3 2 3 1 2 2 2 1 1 6 6 6 0 0 0 1 1 0 2 2 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 6 4 1 1 1 1 1 1 3 2 2 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 3 4 4 4 4 4 1 1 40 0000000000000000
  3051202  .3991595506668091      .6629071831703186    3.04294705390930181131216 5 221 222231 5 4231 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 4 4 4 4 4 4 6 4 4 4 3 3 3 3 3 4 4 4 4 4 1 2 3 1 4 1 1 1 2 2 1 3 3 3 2 1 2 2 1 4 3 6 0 0 0 0 1 0 2 4 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 6 4 3 1 2 6 1 1 1 4 3 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 2 2 1 1 4 4 4 4 4 4 3 30 0000000000000000
  3101203 .20970328152179718     .27338001132011414    1.81094038486480711131226 5 224 322341 5 5252 2 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 4 4 4 3 4 1 6 4 4 4 3 3 2 3 4 4 4 4 4 4 2 4 4 4 3 1 1 1 2 6 3 4 4 2 2 2 2 2 4 6 6 6 0 0 0 0 1 0 2 4 3 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 4 1 2 6 6 1 2 1 6 3 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 2 3 3 2 4 4 4 2 4 2 30 0000000000000000
  3161402  .2310526818037033      .3346078395843506     .90963369607925422232221 5 226 644431 5 5352 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 6 1 2 3 2 2 1 2 2 3 2 6 3 0 0 1 0 0 0 2 5 3 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 3 2 1 1 2 6 2 2 1 4 2 4 4 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 3 1 2 2 2 4 4 4 3 3 3 3 40 0000000000000000
  3451403  .2628919780254364     .34458667039871216      .6060268282890325141336 5 236 553441 6 5351 3 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 5 3 5 2 2 2 5 2 5 5 3 4 2 2 4 3 2 4 1 3 1 3 2 3 4 1 1 3 4 6 3 3 2 3 2 1 2 4 4 3 3 6 0 1 1 0 1 0 2 6 2 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 4 3 2 6 6 1 2 3 5 2 1 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 2 3 2 2 3 4 3 4 4 4 3 3 30 0020000000000011
  3471203 .21595364809036255                           3.07007145881652831251336 5 324 311441 5 5351 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 3 3 3 2 2 2 6 4 4 4 1 2 1 2 4 3 3 4 3 3 2 2 3 4 2 1 1 1 2 2 3 2 3 2 3 2 2 4 4 1 2 6 0 0 0 1 0 0 2 4 3 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 3 1 1 2 2 1 3 3 2 3 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 3 2 3 3 3 2 2 2 2 1 2 1 20 0000000000000000
  3501402 .27771133184432983      .3023374378681183    1.85234367847442632132336 5 143 622232 6 6441 4 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 2 2 2 5 6 3 3 3 4 3 4 4 4 4 3 4 3 4 4 4 3 4 4 1 1 1 4 3 3 3 4 3 2 2 3 3 3 2 6 6 0 0 1 0 0 0 2 6 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 3 1 3 1 3 6 2 1 2 4 6 5 6 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 2 2 2 1 4 4 4 4 4 4 4 2 30 0000000000000000
  3591203 .23930202424526215      .2601279318332672     3.0535328388214111141226 5 226 221441 5 5252 2 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 2 2 2 2 2 1 6 4 4 5 4 3 3 3 4 4 2 4 3 3 3 4 4 4 3 2 2 3 2 4 3 3 3 2 3 3 3 1 4 3 6 6 0 0 0 0 1 0 2 4 3 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 3 1 2 6 6 1 2 3 1 2 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 2 3 3 3 2 2 3 3 4 4 4 40 0000000000000000
  3641402 .30887457728385925     .42972466349601746    2.88140058517456051142226 5 225 261531 6 5251 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 3 2 2 2 6 2 2 3 2 3 2 2 2 3 4 3 4 2 3 3 3 4 3 3 1 1 6 4 3 3 2 3 3 2 3 2 2 5 6 2 0 0 1 0 1 0 2 5 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 2 4 1 1 2 6 2 1 2 2 5 2 3 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 2 1 2 2 3 3 4 4 4 4 4 3 40 0000000000000000
  3721203  .2049647718667984      .3344610035419464     3.3473768234252931131226 5 225 452341 4 4142 4 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 2 2 6 2 3 2 6 4 5 5 2 2 3 3 3 3 3 4 4 4 3 3 4 1 4 1 1 1 2 2 3 3 3 3 3 3 2 1 3 5 6 6 0 0 0 0 1 0 2 2 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 3 1 2 6 6 1 2 1 6 5 1 6 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 2 2 1 1 4 4 4 3 4 4 3 40 0000000000000000
