  382202 5.768503189086914 2.553309679031372  2.3125720024108887114 13 3652 1 6 6 6 633166361210000000001 0 0 0 0 0 1226433634533221121 3 4 2 2 3 24111 2 2 32 33 3 13 1 4 5 6 6 1 0 1 0 1 0 1 6 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 4 1 1 2 6 2 1 2 6 2 2 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 2 3 3 2 2 4 4 4 4 4 4 4 30 0000000000000000
  3835133.15644335746765141.0970145463943481  1.5573208332061768243 42 1653 2 2 2 5 134255251110000010000 0 1 0 0 0 0332266166211112311 1 3 4 4 1 12122 2 4 13 43 3 33 2 1 6 6 2 0 1 1 0 0 0 2 4 4 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 3 1 2 1 2 6 2 2 2 5 2 1 6 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 1 1 2 3 4 4 3 2 4 2 1 30 0000000000000000
  397203 4.953427314758301 1.162453293800354   3.654405117034912115 13 3653 3 6 2 6 144133232110000000001 0 1 0 0 0 0556151655533213334 2 3 2 2 3 32333 2 6 13 33 3 23 1 4 4 6 6 0 0 0 0 1 0 2 3 3 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 6 2 1 1 6 6 2 1 3 4 3 3 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 2 2 2 1 2 2 2 2 2 2 4 40 0000000000000000
  441203 5.4416289329528812.0932929515838623  3.2416000366210938114 22 2651 6 2 2 2 134155251110000000110 0 0 0 1 0 0336333635432322223 2 2 1 2 4 34111 2 6 12 33 3 22 2 4 4 6 6 0 0 1 0 0 0 2 5 3 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 6 4 3 1 2 6 1 3 2 2 3 1 5 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 4 3 3 3 2 3 3 4 2 2 3 1 10 0000000000000000
  453203 4.8645601272583012.3886523246765137  3.3561856746673584113 12 2652 2 6 4 1 233244141110000010000 0 0 0 0 0 1336126623322224444 4 4 3 4 4 43311 2 4 32 32 2 13 2 4 6 6 6 0 0 0 0 1 0 2 3 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 6 4 3 1 1 1 197 3 5 2 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 2 2 2 1 3 3 3 3 3 4 1 41 0000000000000000
  4554033.53210783004760741.2467913627624512  2.4004929065704346114 15 5652 1 1 2 2 113265351610000000101 0 0 0 0 0 1112151634413424443 3 3 3 2 2 22312 2 4 22 32 3 11 1 3 4 6 6 0 0 1 1 1 0 2 5 3 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 3 1 1 1 6 2 3 3 3 6 1 6 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 4 2 3 3 1 3 2 4 1 1 1 1 30 0000000000000000
  4592033.04776597023010251.1809098720550537  1.7069059610366821113 21 1652 1 2 2 2 124153153101000000100 0 1 0 0 0 0333333333322222222 2 2 2 2 2 22313 4 1 33 33 3 33 6 4 5 6 2 0 1 0 0 0 0 2 3 3 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 6 4 5 2 6 6 1 2 4 2 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 2 2 2 3 2 2 2 2 2 2 2 20 0000000000000000
  4654121.2326630353927612 4.444957733154297  -.2962305545806885135 32 2651 2 2 3 2 463255152300010001000 1 0 1 0 0 0223666162211114444 3 2 1 1 4 44111 4 3 13 33 3 12 2 4 1 6 6 0 0 0 0 0 1 2 5 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 3 2 1 1 6 6 2 2 3 2 2 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 3 2 3 2 3 3 3 3 3 3 4 2 30 0000000000000000
  513203 8.1998071670532237.5166192054748535  2.1398842334747314134 22 3652 2 3 4 6 124244232210000010000 0 0 0 0 0 1113136633323433443 2 2 3 5 4 32233 6 6 13 33 2 32 3 4 4 6 6 0 0 1 0 0 0 2 5 3 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 3 1 3 1 2 6 1 1 1 5 6 4 6 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 2 2 2 2 1 3 4 4 3 3 4 4 40 0000000000000000
  51640214.57810878753662140.215538024902344   2.090131998062134114 23 3652 3 2 3 2 253155251101000000101 0 0 0 0 0 1234232655532212344 3 2 2 2 3 33111 4 4 12 33 3 22 2 3 1 6 6 0 1 1 1 1 0 2 4 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 3 2 1 1 2 1 1 1 1 4 5 2 3 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 2 1 2 2 3 3 2 4 3 3 4 2 30 0000000000000000
