stud_id,w4pgrm,w4priv,w4urban3,w4all3p,w4cf3p,w4m3p,w4s1134,w4s1135,w4s1144,w4s1145,w4s120,w4s121,w4s122,w4s126,w4s409,cram,w4p229,w4p413,w4p234,w4p414,w4p503,w4faedu,w4moedu,grade_ask,deg_ask,teps_sex,tepsb_sex,np13v32v33_u,np13v32v33_ud,np13v52,edu,libart,sbl,sci,enger,agri,med,serv,else,educ,sblc,scic,engerc,agric,medc,servc,elsec
30003,1,1,1,2.0193861,2.6088395,2.0215621,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30004,3,0,1,2.5997336,2.9738996,3.6151977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30012,1,0,2,2.815552,2.4170284,3.4101784,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,2.0,2.0,2.0,0.0,,0,0.0,3.0,2.0,37.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30015,2,1,2,0.17467904,0.5266825,0.35222515,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0,0.0,4.0,1.0,42.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30016,1,0,1,2.3380704,2.4666348,2.6049268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,,2.0,,2.0,,1.0,,,1,1.0,3.0,3.0,27.5,0,0,0,1,0,0,0,0,0,,,1,,,,,
30018,1,0,1,2.4201672,2.3175673,2.8524101,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30019,3,0,0,-1.0554518,0.39715937,-2.6160102,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,2.0,,0.0,2.0,1.0,0.0,2.0,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30020,3,0,2,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,,,6.0,6.0,0,0.0,8.0,5.0,47.5,0,0,0,0,0,1,0,0,0,,,,,1,,,
30023,3,1,1,-0.29607958,-0.62199461,0.014116645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,,0,0.0,8.0,2.0,42.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30027,1,0,2,3.2730145,2.7169065,4.6293359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,6.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30028,1,0,2,1.9999479,1.8901097,1.7876287,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30030,0,0,2,1.5992001,3.9826534,-0.12028433,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1,1.0,7.0,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30034,1,0,1,4.4423018,4.5028749,4.5770855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,2.0,4.0,,,,1,1.0,8.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30035,1,0,2,2.3644147,0.82230639,2.3962457,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,6.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30036,2,1,1,1.489292,1.5601213,0.87774348,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,2.0,1,1.0,4.0,4.0,42.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30039,2,1,2,-0.95312506,-0.33991596,-1.3142599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,,2.0,,2.0,,0.0,,,0,0.0,4.0,2.0,37.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30040,2,1,2,1.273832,2.6903408,0.16075598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,,1.0,,,1,1.0,8.0,2.0,22.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30042,1,0,1,-0.95736688,0.0026698201,-1.8740704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,,0.0,2.0,6.0,4.0,0,0.0,8.0,3.0,,0,0,0,1,0,0,0,0,0,,,1,,,,,
30043,1,0,2,3.1331451,3.2292774,2.7148921,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,2.0,3.0,3.0,,,2.0,4.0,3.0,6.0,,1,1.0,,,42.5,0,0,0,0,0,0,0,0,0,,,,,,,,
30044,1,0,2,1.6188411,0.38414279,1.7070137,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,6.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30045,2,1,1,-0.8980661,-0.25266129,-1.9532911,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,,,,1.0,,1.0,,,1,1.0,0.0,2.0,,0,0,1,0,0,0,0,0,0,,1,,,,,,
30046,1,0,1,2.6131999,2.6889536,2.8945096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,1,1.0,8.0,4.0,37.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30047,2,1,1,0.4334543,0.5921101,0.96802205,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,0.0,3.0,,1.0,,0.0,0.0,,,,0,0.0,8.0,2.0,32.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30049,1,0,2,2.9834909,2.3215346,2.8336825,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30051,2,0,0,0.97371328,2.014133,-0.62946022,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,,2.0,,3.0,1.0,,,,0,0.0,3.0,8.0,,0,0,0,0,0,0,0,0,1,,,,,,,,1
30053,3,0,2,1.3258348,1.5226905,1.1262639,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30054,2,1,1,-0.86366469,0.44217101,-1.4608651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30055,3,1,2,1.0477562,1.9255793,0.75653648,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30056,3,1,2,-1.2965912,0.12013336,-1.9780499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,,,,2.0,,0.0,,,0,0.0,8.0,4.0,32.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30057,3,0,1,2.0835106,1.491399,1.9329441,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,1.0,,3.0,,,0,0.0,8.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30060,0,1,0,1.0070028,1.9487293,1.3320382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30061,1,0,1,3.2255175,2.9158354,3.2304859,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,6.0,5.0,0,0.0,7.0,6.0,42.5,0,0,0,0,0,0,1,0,0,,,,,,1,,
30062,1,0,1,2.942847,3.7885997,3.5907357,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,0.0,3.0,1.0,22.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30064,1,0,2,3.7774317,4.2675552,3.8860724,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30065,1,1,1,3.2917452,2.6772532,4.1536489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,8.0,0,0.0,7.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30068,1,1,1,0.7625584,0.65551412,1.3641458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30069,3,0,2,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1,1.0,3.0,4.0,37.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30071,2,1,0,-0.42551339,0.38878691,-1.3830656,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,1,1.0,3.0,1.0,42.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30072,1,0,2,3.3904729,3.4394102,2.9983613,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,,2.0,2.0,,3.0,,2.0,,4.0,,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30080,1,1,1,-0.21307585,1.3350444,-0.89331406,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30081,1,1,1,1.6389993,2.4765077,1.4460871,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0,0.0,,,42.5,0,0,0,0,0,0,0,0,0,,,,,,,,
30082,1,1,1,2.3554838,2.5000153,3.225477,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,7.0,1,1.0,3.0,4.0,27.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30085,1,0,1,2.4980683,1.8955374,2.1590738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,3.0,3.0,1.0,0.0,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30086,3,1,1,0.18049623,0.68801898,-0.17740354,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,2.0,,2.0,,1.0,,,1,1.0,4.0,4.0,27.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30087,1,0,1,2.6724479,2.3912568,2.784081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,,4.0,,1.0,,0.0,,,0,0.0,7.0,2.0,37.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30088,1,0,2,,,,,,,,0.0,,,,3.0,,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,4.0,1,1.0,0.0,2.0,,0,0,1,0,0,0,0,0,0,,1,,,,,,
30090,2,1,2,0.54925436,0.56942213,0.44007459,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0,0.0,7.0,3.0,32.5,0,0,0,1,0,0,0,0,0,,,1,,,,,
30091,1,0,2,4.4781322,4.4797225,4.3276644,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,,2.0,5.0,4.0,0.0,,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30093,1,0,2,3.9275248,4.6052594,3.662504,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,1,1.0,7.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30094,3,1,2,-0.59872317,0.11494865,-1.5150669,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1,1.0,8.0,5.0,32.5,0,0,0,0,0,1,0,0,0,,,,,1,,,
30095,1,0,2,2.4655786,2.8326788,1.9966621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,6.0,0,0.0,7.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30098,0,1,2,-0.050002232,0.17718317,-0.49297306,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,0,0.0,8.0,4.0,42.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30100,3,0,2,2.700804,2.2148678,2.5945885,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,4.0,5.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30101,3,0,2,0.68165535,2.0951402,-1.0444345,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,4.0,5.0,,0,0,0,0,0,1,0,0,0,,,,,1,,,
30102,1,0,2,2.8329551,2.4346519,3.2433732,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,,,2.0,3.0,1.0,2.0,,0,0.0,3.0,6.0,22.5,0,0,0,0,0,0,1,0,0,,,,,,1,,
30104,1,0,2,4.1975279,4.420043,4.170104,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,7.0,0,0.0,7.0,2.0,32.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30105,3,1,2,0.38466778,2.1821654,-0.64994937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,,1.0,,,,2.0,,,0,0.0,4.0,2.0,,0,0,1,0,0,0,0,0,0,,1,,,,,,
30106,3,0,2,3.281276,2.7442882,3.2728429,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,1.0,2.0,,,,1.0,,1.0,,,0,0.0,3.0,6.0,27.5,0,0,0,0,0,0,1,0,0,,,,,,1,,
30107,3,1,2,0.33819857,0.99273497,-0.45065355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,1,1.0,7.0,7.0,32.5,0,0,0,0,0,0,0,1,0,,,,,,,1,
30108,1,0,2,3.736208,2.8739967,4.2375546,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,8.0,0,0.0,3.0,2.0,27.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30109,3,1,1,0.13001905,0.16194253,0.069141306,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,,2.0,,2.0,,2.0,,,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30112,1,0,1,2.1190588,1.5691572,2.355571,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,2.0,6.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30114,3,0,1,-0.69815147,0.69416362,-0.52777362,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,0,0.0,1.0,2.0,42.5,0,0,1,0,0,0,0,0,0,,1,,,,,,
30115,0,1,2,1.8657745,1.9713066,1.1321442,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,,4.0,,3.0,,2.0,,,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30117,2,0,1,1.584686,0.66308564,1.7878791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1,1.0,1.0,4.0,42.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30119,1,0,2,2.9074693,2.5224419,3.2444746,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,6.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30121,0,1,2,2.2970853,2.8587108,1.9670419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,1,1.0,4.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30123,2,1,1,-0.76793402,0.62135786,-1.3891332,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0,0.0,7.0,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30125,1,0,1,2.6226113,3.5598452,1.9914141,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30128,2,0,1,2.8443093,2.1670742,3.2680457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,6.0,1,1.0,8.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30129,0,1,2,1.2405435,1.2212292,1.5448598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,3.0,,2.0,,0.0,,,1,1.0,3.0,4.0,22.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30130,1,0,2,3.4183846,3.8774283,3.0007927,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30131,1,0,2,2.201582,2.3924716,2.2199717,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,,2.0,,2.0,1.0,1.0,,,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30132,1,1,1,3.0460079,2.2871675,3.3094461,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,6.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30135,1,0,2,4.2035165,3.5439651,4.5966167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,8.0,1,1.0,,6.0,,0,0,0,0,0,0,1,0,0,,,,,,1,,
30139,1,1,1,1.5380602,1.5785162,1.2348253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,6.0,4.0,0,0.0,3.0,6.0,22.5,0,0,0,0,0,0,1,0,0,,,,,,1,,
30141,1,0,2,2.4270711,2.2932279,2.591593,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,4.0,8.0,0,0.0,7.0,1.0,32.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30145,1,1,1,1.7563101,1.6002499,2.0201616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,,2.0,0.0,1.0,3.0,,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30149,1,1,2,-0.60123187,0.77410167,-1.822564,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,1.0,2.0,1.0,,2.0,0.0,0.0,3.0,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30150,3,0,2,,,,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0,0.0,7.0,3.0,,0,0,0,1,0,0,0,0,0,,,1,,,,,
30151,1,0,2,4.8095078,5.331183,4.2529464,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,,2.0,4.0,4.0,0.0,,1,1.0,4.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30153,1,1,0,1.4009506,1.6073102,1.4213612,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,5.0,1,1.0,4.0,3.0,32.5,0,0,0,1,0,0,0,0,0,,,1,,,,,
30154,1,0,2,1.9540873,1.5043744,2.9109228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,,2.0,2.0,1.0,1.0,3.0,,0,0.0,8.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30155,1,0,2,0.038438305,-1.5757369,2.6403179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,8.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30156,3,0,1,0.14641036,0.19573839,-0.20420596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0,0.0,,,27.5,0,0,0,0,0,0,0,0,0,,,,,,,,
30157,1,0,2,2.444412,2.4584599,3.1373758,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0,0.0,7.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30158,3,1,2,1.1109163,1.908865,0.80365801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30159,1,0,1,2.477509,2.3544734,2.4989583,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,1.0,,1.0,,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30160,1,1,1,3.7130952,3.2948575,3.6241257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,,,4.0,6.0,0,0.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30161,1,0,2,3.0829585,2.2678595,3.0604722,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,1,1.0,7.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30162,1,1,1,3.3296568,2.777395,3.168618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,3.0,,1.0,,,,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30163,1,0,2,3.7572272,4.0839381,3.6776321,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,,2.0,4.0,4.0,1.0,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30164,2,1,2,-1.6483059,-0.58839113,-1.8904716,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30165,3,0,1,2.3385234,2.5177937,2.750253,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,8.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30166,1,0,1,3.3627355,3.1695459,2.6960757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,6.0,1,1.0,8.0,4.0,,0,0,0,0,1,0,0,0,0,,,,1,,,,
30167,3,0,1,1.4593732,2.8787036,0.4865433,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,0.0,2.0,,,,2.0,0.0,,,,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30170,2,1,2,1.2935593,1.7195262,0.20504844,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,1,1.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
30171,1,0,2,3.6410987,2.6183333,3.6945496,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,5.0,,0,0.0,3.0,4.0,27.5,0,0,0,0,1,0,0,0,0,,,,1,,,,
30173,0,1,0,0.010347101,0.81962723,-0.35406807,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1,1.0,7.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30174,1,1,2,0.42861658,1.9833647,-0.155757,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0,0.0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
