 1983133 12 2 2 1200
 1986134 52 4 3 1100
 2009144 43 3 3 2200
 2010134 34 4 4 2200
 2015133 33 3 3 3200
 2017112 22 2 3 3200
 2032111 21 2 3 1200
 2036144 33 3 3 3200
 2037122 12 3 3 1200
 2043111 21 2 3 1100
 2048121 13 2 3 1200
 2050111 12 2 2 1200
 2053123 16 2 5 3200
 2057122 22 3 3 1300
 2060155 44 4 5 2200
 2061133 33 3 3 1100
 2086112 11 1 4 1200
 2092134 34 3 2 1200
 2100133 14 3 2 3400
 2104123 12 2 3 1100
 2109122 21 2 3 1200
 2120112 23 3 3 1200
 2127122 22 2 5 3200
 2129122 12 2 3 1200
 2131113 31 3 3 1300
 2142111 11 1 3 1100
 2149122 22 3 3 1100
 2156113 11 1 3 1300
 2163144 44 4 3 1200
 2165111 11 1 2 1200
 2167144 54 4 3 2200
 2182133 33 3 3 1300
 2195122 21 2 4 2200
 2216123 22 2 3 1100
 2218122 31 3 3 3300
 2262123 21 3 3 2200
 2276132 33 3 3 3300
 2285133 33 3 3 1200
 2288124 32 3 2 2200
 2294133 43 3 3 1300
 2296143 22 2 3 3300
 2299111 11 2 2 1100
 2319133 43 3 3 1200
 2321123 32 2 3 2300
 2329133 43 2 4 1200
 2339133 33 3 3 1100
 2345134 13 2 3 1400
 2346111 11 1 3 1200
 2359135 23 2 2 2100
 2366112 22 2 3 1200
 2374134 23 4 1 2200
 2379135 43 4 3 1200
 2382136 43 4 3 2200
 2385122 23 2 3 1200
 2387122 22 2 3 1200
 2397132 44 3 5 3100
 2408133 33 3 3 2200
 2420133 33 3 3 1200
 2427133 22 3 3 3300
 2428112 21 1 3 1200
 2429133 32 3 3 3300
 2431144 43 3 3 2200
 2432134 44 3 4 3200
 2435123 22 2 5 3200
 2436111 11 1 3 1100
 2439133 23 3 3 1300
 2442122 22 3 2 1300
 2461124 24 2 3 2200
 2466134 23 3 2 2200
 2496113 11 1 3 1100
 2501122 22 2 2 2200
 2507111 12 1 3 1100
 2517135 43 4 3 2200
 2524123 43 3 2 1300
 2526122 31 3 3 1200
 2540134 23 3 3 1200
 2559133 33 3 3 3200
 2567113 21 2 3 1300
 2570143 33 3 3 1200
 2578133 33 3 2 1200
 2583122 22 3 3 1200
 2586124 43 4 3 1100
 2597111 11 2 3 1100
 2604113 21 2 3 1200
 2611134 33 3 2 1200
 2616123 12 2 3 2200
 2627124 12 2 3 2300
 2628111 12 2 3 1300
 2632122 21 2 4 2200
 2643122 21 1 1 2200
 2645123 22 2 2 2200
 2647112 12 2 2 1300
 2652133 42 3 2 3300
 2655114 41 4 3 2100
 2656122 42 4 2 2200
 2658123 33 3 4 1100
 2664122 22 2 3 3300
 2673134 45 4 1 2100
 2679133 23 3 3 2200
 2681123 22 2 3 3200
 2683123 31 3 2 1300
 2690123 22 3 4 1300
 2695133 32 3 3 1200
 2707134 33 3 2 1300
 2728133 23 2 3 3200
 2751132 32 3 3 1200
 2753133 33 3 4 2300
 2754133 42 4 4 1200
 2755142 21 1 3 3300
 2779134 33 3 3 1200
 2781123 33 3 2 1300
 2782144 23 3 2 2300
 2789133 33 3 2 2200
 2797133 43 3 3 3300
 2811114 32 3 3 3300
 2818122 11 2 3 1100
 2819123 22 2 3 2300
 2822123 32 3 4 2200
 2823123 33 3 3 2300
 2828125 33 3 3 1300
 2829133 12 3 5 1200
 2837124 22 3 2 2200
 2845111 21 1 3 1100
 2852122 12 1 4 2200
 2868155 65 6 5 2100
 2871123 12 2 3 1200
 2876122 32 2 4 1200
 2884123 12 3 3 1200
 2891122 12 2 3 1200
 2905122 22 2 3 1300
 2906134 23 3 3 2200
 2919123 12 2 3 2200
 2925125 22 5 4 2200
 2934133 33 3 3 1200
 2963133 11 4 2 1200
 2968133 32 2 4 1300
 2969123 22 2 3 1300
 2971134 33 3 3 1200
 2985123 42 2 3 1200
 2995122 42 1 4 1200
 3011123 32 3 3 1300
 3022113 11 1 3 1200
 3030111 11 1 4 3200
 3039134 23 3 3 3300
 3046134 43 4 3 2200
 3065134 33 4 1 1200
 3076122 41 1 4 1200
 3108144 43 3 4 1200
 3115122 22 3 3 1200
 3131133 33 3 3 1200
 3142123 22 3 3 1200
 3143122 21 2 3 1200
 3144122 11 2 3 1300
 3154133 23 3 3 1200
 3155134 33 3 3 1200
 3157123 43 3 2 2400
 3164113 21 2 3 2100
 3181133 33 3 3 1200
 3190152 65 4 4 2200
 3195121 11 1 1 1100
 3197133 43 3 2 2200
 3207144 34 3 2 1200
 3208112 22 2 3 1200
 3214123 42 2 4 3300
 3217133 23 3 3 1200
 3225113 11 2 3 1100
 3232134 12 3 4 2200
 3237112 12 2 3 1200
 3247123 32 4 2 1200
 3252113 12 3 2 1200
 3255133 42 1 4 1200
 3258153 14 5 1 2100
 3267122 22 2 3 1200
 3268122 12 2 3 1200
 3273134 23 3 3 2200
 3282122 31 2 3 1100
 3298133 34 3 1 2200
 3303111 12 2 3 3300
 3304111 21 2 3 1300
 3309123 12 3 4 3300
 3317123 22 4 2 1100
 3324143 43 3 3 2200
 3339123 22 3 3 1200
 3350133 42 3 5 1300
 3351155 45 4 2 1200
 3357123 22 2 3 1300
 3369123 42 3 4 2200
 3371123 32 3 3 2200
 3373123 33 3 3 1300
 3386144 34 3 3 1200
 3392123 22 2 3 3200
 3399123 22 3 4 2200
 3400111 11 2 3 1200
 3408113 13 1 3 1300
 3431124 43 4 1 1300
 3439132 22 2 3 1300
 3440135 33 3 2 2100
 3442111 22 2 3 1100
 3446122 32 3 4 1200
 3455111 11 2 4 1300
 3460121 22 2 2 1200
 3461123 22 3 3 1300
 3474123 32 2 2 1300
 3491113 11 1 3 1100
 3494124 33 5 4 2200
 3501134 34 4 3 3200
 3506144 33 4 2 2300
 3523123 22 2 5 1200
 3525133 33 3 3 1200
 3530123 22 3 4 2200
 3549134 33 4 2 3200
 3562122 32 2 3 2200
 3586132 32 3 4 1300
 3601122 33 3 3 1200
 3603133 43 3 1 2200
 3605111 11 1 4 1200
 3614113 12 2 3 2200
 3625135 33 2 4 3300
 3626122 22 3 3 1200
 3639133 33 3 3 1300
 3641133 13 1 3 1200
 3643134 23 4 2 1200
 3644123 11 2 3 2200
 3657144 33 4 1 2100
 3659121 22 2 3 1300
 3667133 34 3 3 2300
 3681155 43 3 3 2100
 3687123 33 2 5 1200
 3690112 21 2 3 1100
 3718134 34 3 3 2200
 3739144 34 3 3 2300
 3744122 22 2 4 1200
 3747133 23 2 3 2300
 3751143 45 3 3 2200
 3755133 54 4 2 2200
 3757131 34 3 3 2200
 3769122 22 2 3 1200
 3776133 33 3 3 1200
 3781133 22 3 3 1200
 3782122 32 2 3 1200
 3783123 12 1 4 3300
 3785112 12 1 2 1200
 3802111 21 3 2 3200
 3806122 22 2 3 1200
 3813124 14 2 4 2300
 3814133 33 2 3 1200
 3825122 12 2 3 3300
 3827123 12 2 2 1200
 3832123 23 2 3 1200
 3882155 25 5 1 2200
 3892123 33 3 5 1200
 3931133 11 3 3 1100
 3937123 21 2 3 1200
 3938144 44 3 3 2300
 3945121 21 2 4 1100
 3947133 21 3 4 1200
 3951123 12 4 4 1300
 3964134 42 3 3 2200
 3972134 42 3 3 2200
 3976134 13 2 3 1200
 3983123 33 3 3 2300
 3995134 33 3 3 2200
 3996112 22 3 4 1200
 4002124 12 2 3 2200
 4017155 33 3 2 1200
 4019133 22 3 2 1200
 4022123 32 3 3 2300
 4035112 21 3 2 1200
 4037133 22 3 4 1200
 4041155 55 5 1 2200
 4071124 43 3 3 1200
 4090133 43 3 3 2300
 4100121 42 4 3 1200
 4101123 34 3 5 1200
 4111112 11 1 3 1200
 4117113 11 2 3 1200
 4126133 13 3 1 1200
 4128133 42 3 3 1100
 4136122 21 2 3 1100
 4147113 22 2 2 1200
 4163133 33 3 2 2200
 4176122 12 2 3 2300
 4182122 22 2 3 1200
 4191123 42 3 3 1200
 4205112 31 2 4 1300
 4206123 23 2 2 2200
 4209123 32 2 4 1200
 4210134 32 3 3 1200
 4223144 34 3 3 2200
 4229144 34 4 3 2100
 4253134 23 3 3 2100
 4262133 23 2 2 2200
 4272111 11 1 3 1300
 4278111 21 2 3 2200
 4285111 11 2 4 1100
 4301123 42 3 2 1100
 4305133 42 5 2 3200
 4307133 22 2 4 1200
 4309133 54 3 3 1200
 4313123 22 1 3 1300
 4318133 33 3 3 3300
 4320122 32 4 3 1100
 4346122 22 3 3 1200
 4347133 12 2 2 2200
 4350121 21 1 3 1100
 4359122 22 2 4 1200
 4367134 23 4 2 2200
 4370113 23 2 2 1200
 4373154 43 3 4 3200
 4397134 33 3 2 1300
 4398134 33 3 5 3300
 4409133 23 3 3 3200
 4412134 32 3 2 1100
 4413144 44 4 4 3300
 4415122 21 1 4 1200
 4416122 32 2 3 2300
 4418124 22 3 3 1200
 4437121 32 2 4 1300
 4438133 23 6 3 3300
 4451123 22 3 3 1200
 4475122 22 3 3 1100
 4484134 32 3 3 2300
 4485132 33 2 3 1200
 4504111 12 1 3 2200
 4507121 22 2 3 1200
 4515122 32 2 3 3200
 4520122 22 2 3 2200
 4522145 43 4 2 2200
 4526121 22 1 4 1200
 4531133 22 2 3 2200
 4535155 54 4 2 2200
 4549112 22 3 3 1200
 4582124 22 3 3 1300
 4586154 54 6 3 2200
 4592144 13 4 2 2100
 4606112 12 1 3 1100
 4615123 23 2 3 1200
 4625123 12 3 3 1200
 4642122 22 3 3 1200
 4648124 42 3 2 2100
 4651133 33 3 3 1200
 4652133 23 3 2 1200
 4680134 43 4 2 2300
 4683123 12 2 4 1200
 4695133 23 3 3 1200
 4701123 31 3 3 1300
 4711123 23 3 3 1200
 4714145 44 4 3 2200
 4726132 23 2 2 2200
 4729111 12 1 3 1300
 4733123 12 3 3 1300
 4739134 33 2 3 1200
 4747133 22 3 3 2300
 4749133 33 3 4 1200
 4755124 22 3 5 1200
 4773123 33 3 3 1300
 4778121 12 2 3 2200
 4784113 21 2 4 1200
 4787122 21 2 3 1100
 4800133 33 3 4 2200
 4808145 53 4 3 2100
 4822122 32 3 3 3200
 4824133 21 3 2 1200
 4849132 33 2 3 1200
 4856111 11 1 3 1200
 4858143 54 3 3 1200
 4868133 33 3 3 1300
 4870143 34 2 3 3200
 4871145 55 3 3 2200
 4896112 11 1 4 1200
 4902133 23 3 3 1200
 4903123 32 3 2 2300
 4904144 34 4 2 2200
 4910123 21 2 3 1200
 4911144 54 3 2 2100
 4919123 22 2 3 1200
 4940111 31 2 4 1200
 4945123 12 3 3 1200
 4957124 11 1 3 1100
 4981123 13 3 1 1300
 4991111 21 2 5 1300
 5010133 33 4 2 2200
 5011144 44 3 3 2300
 5020121 22 2 3 3300
 5024112 12 1 3 1300
 5032112 12 3 4 1200
 5041123 42 3 3 3300
 5061132 33 3 3 1200
 5070122 22 2 2 2100
 5075123 33 3 1 1300
 5076123 13 1 3 1200
 5081123 32 3 3 1100
 5086133 43 4 5 3200
 5090111 11 1 4 1200
 5095154 54 3 5 2200
 5096133 34 2 4 1300
 5114144 44 3 3 2200
 5115133 32 3 2 2200
 5124123 22 2 3 2200
 5126155 43 4 2 2200
 5132133 23 3 5 3200
 5134134 23 3 3 3200
 5137124 22 2 3 1300
 5146133 33 3 3 3300
 5149111 31 3 4 1300
 5151123 34 3 4 3200
 5160133 12 1 3 1200
 5171111 11 2 4 1300
 5179132 32 3 3 1200
 5182133 32 2 2 3200
 5183123 22 3 3 3300
 5187144 54 4 3 3200
 5193124 31 4 3 3300
 5194122 42 2 3 2200
 5200122 12 3 3 1200
 5206123 22 3 5 1200
 5214132 53 2 4 2100
 5217145 23 2 4 1200
 5223123 22 1 3 1100
 5243133 52 3 3 2300
 5249111 11 1 2 1200
 5260133 44 4 2 2200
 5261133 23 4 3 1200
 5267136 22 3 3 3300
 5282133 22 4 3 3200
 5283122 42 3 3 1200
 5292123 22 3 2 3200
 5293134 43 3 2 3300
 5301123 22 3 3 2200
 5303123 12 3 3 3200
 5316122 32 2 4 1300
 5318113 22 2 3 1200
 5322123 32 3 2 1200
 5325144 51 5 4 1200
 5330155 53 5 3 2200
 5333123 21 3 3 1300
 5337112 12 1 3 1200
 5338134 23 3 3 2200
 5343122 22 3 4 1300
 5344123 32 3 4 1200
 5352112 32 1 4 1200
 5356154 53 3 3 2300
 5372112 21 2 3 1200
 5381133 54 3 3 1300
 5383136 33 4 2 3300
 5386123 22 2 3 2100
 5389112 11 3 3 1200
 5395134 43 3 3 2300
 5397133 33 3 3 1100
 5413111 21 3 1 1300
 5419123 11 3 1 2200
 5421112 32 3 3 1200
 5424122 11 2 3 1200
 5427123 26 2 3 2200
 5461113 22 3 3 3200
 5463144 42 3 3 2200
 5468134 23 2 3 2300
 5472133 33 3 3 1200
 5484134 33 4 3 1200
 5487133 33 3 4 1200
 5495122 33 2 3 2200
 5497155 55 5 4 1200
 5507133 33 3 3 1200
 5508124 12 2 3 2100
 5510134 33 3 5 2200
 5515133 33 4 3 1200
 5518133 22 3 3 1200
 5523112 11 1 3 2300
 5526112 21 2 3 1300
 5529122 22 2 4 1200
 5532122 22 4 3 1100
 5537123 22 1 4 1200
 5546133 22 2 2 1100
 5555133 23 2 4 2300
 5556111 11 2 3 1300
 5561113 11 2 4 2200
 5570122 12 2 2 1200
 5577122 32 3 2 2200
 5588134 33 3 5 1200
 5590126 32 2 5 2300
 5595123 22 2 3 2200
 5599134 33 3 2 3200
 5602125 12 3 2 2400
 5608111 11 2 3 1200
 5634123 32 3 3 1200
 5638122 31 4 1 1100
 5652122 11 3 3 1200
 5666133 42 3 5 1200
 5671143 13 3 5 2200
 5675112 11 2 4 1200
 5680122 13 3 3 1200
 5706134 22 3 3 2200
 5707113 12 2 4 1200
 5718134 23 3 5 2300
 5722133 33 3 3 2200
 5725133 23 3 4 1200
 5726132 32 3 2 3200
 5728133 22 2 3 2300
 5737123 11 1 3 2200
 5745123 22 3 3 1100
 5746133 23 2 2 2200
 5751143 32 4 5 3200
 5757145 54 4 3 1100
 5758112 11 3 3 1200
 5762133 13 2 4 2300
 5778133 33 4 3 1200
 5795133 11 1 1 2200
 5797123 42 2 4 1300
 5799123 32 3 3 1200
 5804145 24 3 2 2200
 5810145 23 2 3 2300
 5821112 21 3 5 3300
 5826133 43 2 3 2200
 5836133 33 2 5 2300
 5848134 43 3 3 2200
 5851143 42 3 3 2200
 5854132 42 2 3 1200
 5857123 12 3 3 1100
 5865122 22 2 3 1200
 5868133 33 4 2 1200
 5878112 22 2 4 1200
 5880133 23 2 3 1200
 5882121 42 2 4 2200
 5883134 35 2 4 2400
 5888133 43 3 3 1200
 5892134 55 3 3 1200
 5900134 23 3 3 2100
 5927123 32 3 2 2200
 5931122 22 2 3 1200
 5959133 33 3 3 1300
 5960111 33 2 3 1100
 5966122 11 3 3 1200
 5978122 32 3 5 3300
 5981133 33 3 3 1200
 5983133 45 5 2 2200
 5984123 42 2 4 2200
 5989123 33 3 3 1200
 5991134 43 3 3 1200
 5993122 11 2 3 1200
 5994113 31 2 4 1200
 5997122 43 2 4 2300
 5998132 22 3 2 1200
 6001111 31 2 3 1100
 6004134 22 3 3 1200
 6015122 22 2 3 1200
 6016112 21 3 3 2200
 6022123 32 3 3 1300
 6026134 13 3 3 2300
 6033133 22 2 4 1200
 6045134 33 3 3 2200
 6050122 21 3 4 3300
 6061134 53 4 3 1200
 6063122 22 2 3 1300
 6064132 23 3 3 3200
 6066123 33 3 2 1200
 6071112 21 2 2 1200
 6074122 32 3 3 3300
 6080111 11 1 4 1200
 6081111 11 1 3 1200
 6083112 11 2 3 1200
 6089144 43 1 3 2200
 6095122 23 3 3 2300
 6097113 12 2 4 1200
 6111133 42 3 3 3200
 6112123 23 3 3 1200
 6117122 33 3 2 1200
 6119136 34 2 3 2200
 6123155 54 4 1 1300
 6125113 22 4 3 2200
 6135121 21 1 2 1200
 6148145 53 5 2 2200
 6151114 12 3 3 2300
 6152122 21 2 3 1200
 6154111 11 2 3 1200
 6162133 22 2 2 2200
 6163133 33 3 3 1300
 6173123 42 3 3 1100
 6179133 42 1 4 3300
 6193112 21 2 3 1300
 6194134 43 3 3 1300
 6200133 33 3 3 2300
 6206123 32 2 4 3300
 6215123 43 4 3 2200
 6216124 42 3 2 2200
 6222122 22 2 3 3100
 6223144 44 4 1 2100
 6224123 31 2 2 1200
 6237144 44 4 3 1300
 6244113 21 2 2 1200
 6246123 23 3 3 1300
 6256112 11 4 3 2200
 6258133 33 3 3 1200
 6262141 32 1 2 1100
 6268122 21 3 2 2200
 6272123 33 3 3 1200
 6273123 21 2 3 1200
 6276124 32 2 3 2400
 6285111 11 1 4 3300
 6290113 12 2 4 3300
 6292133 23 3 3 1200
 6296124 42 4 2 1100
 6298123 22 3 3 2100
 6300134 53 3 3 2200
 6302133 43 3 4 1200
 6307134 22 3 5 1400
 6312133 43 4 2 2200
 6313123 22 3 3 1200
 6327122 11 2 2 2300
 6336123 22 2 3 1100
 6344133 22 3 5 3300
 6346154 55 4 2 2200
 6348133 32 3 4 2200
 6349122 43 3 3 1200
 6352145 42 4 2 2200
 6356111 11 1 3 1200
 6367133 23 3 3 3300
 6378143 42 3 2 3200
 6382124 32 3 2 2200
 6396144 43 4 2 2300
 6404121 12 1 3 2100
 6408122 21 2 3 1200
 6416135 34 4 3 2200
 6418133 22 2 3 2300
 6433133 23 3 3 2200
 6434133 12 2 2 3300
 6461123 32 3 3 2400
 6464123 21 2 3 1300
 6466123 24 4 2 2200
 6470133 43 2 4 2200
 6478111 31 3 5 1100
 6481114 21 4 4 1200
 6482133 21 4 2 2200
 6484131 22 3 3 1200
 6498134 33 4 1 2100
 6506133 32 3 3 1200
 6508134 52 3 3 2200
 6511155 55 3 5 2100
 6512124 32 3 3 2200
 6517123 22 1 3 3300
 6531122 11 2 3 2200
 6536113 11 2 3 1200
 6550123 43 3 3 2200
 6551144 44 3 3 1100
 6552122 22 4 2 1200
 6560144 33 3 2 2200
 6565133 42 1 4 2400
 6572144 44 3 3 2200
 6577144 43 4 3 2300
 6582123 33 3 3 2300
 6586124 11 2 4 1200
 6591111 22 2 3 1200
 6593133 33 3 5 2200
 6594133 14 3 3 1200
 6597123 32 3 4 1200
 6606123 32 3 3 1300
 6608121 11 1 3 1100
 6610123 22 3 3 2200
 6618144 34 3 4 3300
 6619123 32 3 2 2300
 6621132 43 3 4 1200
 6628122 32 1 3 2100
 6638135 44 5 1 1200
 6649123 22 2 3 2300
 6673121 22 3 3 2200
 6679111 11 1 3 1200
 6682133 23 3 5 2300
 6696124 23 3 2 2200
 6706122 22 2 3 1300
 6710144 44 4 3 2200
 6727123 12 2 4 2200
 6735122 22 3 3 1200
 6738133 32 3 2 3200
 6761133 33 2 3 1200
 6766111 11 1 3 1200
 6770122 12 2 4 1200
 6773155 54 5 2 2300
 6805123 42 4 3 1200
 6806125 22 3 3 2200
 6807112 11 1 3 1200
 6811123 32 3 4 2200
 6812134 23 3 3 2300
 6820133 33 2 2 2200
 6827123 22 3 3 3300
 6828123 23 2 3 1200
 6829136 22 2 3 1300
 6830132 32 3 3 1300
 6834112 21 3 3 1300
 6842133 22 3 3 1300
 6849133 42 2 4 1100
 6853132 42 2 5 1300
 6866134 43 3 4 1200
 6868133 23 2 3 1300
 6871134 12 3 2 1200
 6874112 22 3 3 1200
 6881111 11 1 4 1100
 6885134 43 3 2 2200
 6913135 23 4 2 1200
 6914144 24 2 3 2300
 6918134 22 2 3 2200
 6924154 44 4 4 1200
 6929122 22 2 3 2200
 6930134 33 3 4 1200
 6933133 23 3 3 2200
 6934133 22 2 2 2200
 6935111 11 1 3 1100
 6936143 32 3 3 1200
 6941143 43 3 3 1200
 6963132 22 3 3 1300
 6966143 23 3 4 3300
 6979134 53 3 3 3200
 6982123 11 2 2 2300
 6993135 13 4 2 1100
 6998111 12 1 3 1300
 7008122 33 3 4 1200
 7010122 11 1 3 1200
 7011123 12 1 3 2200
 7015134 23 2 3 2200
 7017144 24 3 3 1200
 7021134 43 4 3 1200
 7022122 22 2 3 1300
 7027132 33 2 3 1300
 7030143 43 4 2 2200
 7042111 11 2 2 2200
 7047123 32 3 2 1100
 7060153 23 2 2 2200
 7080123 23 3 3 1300
 7081122 33 3 4 2300
 7087133 23 3 3 1200
 7089133 32 3 3 2200
 7093144 44 4 3 2200
 7102165 43 4 2 1200
 7104142 42 3 1 1200
 7108111 11 1 3 1200
 7112134 53 5 2 1100
 7125112 31 3 4 1200
 7128133 33 3 2 1200
 7132124 43 4 3 2100
 7134122 23 3 3 1200
 7147132 33 3 3 1200
