  3821202 .27918246388435364   .038353145122528076    2.31257200241088872 2 4 1 3 36522 6 33 343166363210000000001000001 2 2 4 4 4 4 4 4 4 4 2 2 2 2 2 4 4 4 2 4 2 4 4 43111 2 4 33 3 3 2 1 22 4 4 2 6 0 0 1 0 0 0262000100 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0223 1 4 612261140000010110000000012333 2 3 3 4 4 3 4 3 40 0000000000000000
  3831513 .35753652453422546    .05078932270407677    1.55732083320617681 3 3 3 2 16431 1 33 124255251310000000001010000 5 5 1 5 2 1 1 6 6 5 2 1 2 2 4 4 4 3 3 3 1 5 2 23131 2 6 12 3 3 2 1 23 4 5 2 6 0 0 0 0 1 0254000100 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1311 1 2 611253150000010000011010002232 1 4 4 4 4 4 4 3 40 0000000000000000
  3861203  .2954161763191223  -.047202251851558685      2.289651632308961 1 3 1 3 16542 2 11 134255242110000010001010000 5 5 4 5 5 5 6 4 4 4 3 2 2 2 3 2 3 2 3 4 2 3 4 43113 5 4993 3 4 2 2 21 1 6 6 6 0 0 1 0 1 0243000100 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1641 1 2 111312110000011010000000013333 4 3 3 3 3 3 3 2 30 1010010000000000
  3971203  .1275240033864975    .23085631430149078     3.6544051170349121 1 4 2 2 16522 2 62 123144231110000010000000001 2 2 6 2 2 1 6 3 3 3 2 2 2 1 2 2 3 2 1 2 1 1 2 32313 5 4 33 4 3 2 2 35 4 5 6 6 0 0 0 0 1 0233001000 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1641 2 6 612133160000011100000000012233 3 2 2 3 3 2 2 3 20 0000000000000000
  4411203  .1682199388742447     .2635505497455597    3.24160003662109381 2 3 1 2 16522 6 66 534166451210000010000000001 3 3 6 3 3 2 6 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 44111 4 2 33 4 3 2 1 22 3 5 6 6 0 0 0 0 1 0153000100 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0621 1 1 611266530000011000000000012222 4 4 4 4 4 4 4 4 40 0000000000000000
  4531203 .11444293707609177     .1271752566099167    3.35618567466735841 1 4 1 3 36521 2 21 334155253110000000100000100 2 2 6 1 1 6 6 2 5 5 2 3 2 2 4 4 4 4 4 3 3 4 4 43111 2 2 13 2 4 3 1 22 4 4 6 6 0 0 0 1 0 0243000100 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0623 1 3 111322110000011000000000012233 3 4 3 4 4 4 3 4 40 0000000000000000
  4551403 .27148523926734924      .390484094619751    2.40049290657043461 4 4 2 2 16521 6 32 234266162110000000010000001 4 4 4 4 4 4 6 4 4 4 2 2 1 1 2 2 4 4 3 4 3 3 3 42111 2 4 13 3 3 2 3 32 1 1 1 1 0 0 1 0 0 0153001000 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1621 1 2 211322130000011000000000012133 3 4 3 4 3 4 4 3 40 0000000000000000
  4591203 .10601047426462173     .2170482724905014    1.70690596103668211 1 3 2 1 16521 2 22 124153153101000000100010000 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 22313 4 1 33 3 3 3 3 36 4 5 6 2 0 1 0 0 0 0233000001 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1645 2 6 612421110000010010000000012222 3 2 2 2 2 2 2 2 20 0000000000000000
  4651412 1.3794081211090088    2.0669877529144287    -.29623055458068851 3 5 3 2 26512 2 32 463255152300010001000101000 2 2 3 6 6 6 1 6 2 2 1 1 1 1 4 4 4 4 3 2 1 1 4 44111 4 3 13 3 3 3 1 22 4 1 6 6 0 0 0 0 0 1252000100 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1321 1 6 622322120000010010000000013232 3 3 3 3 3 3 4 2 30 0000000000000000
  5131203 .21892157196998596    .22415898740291595    2.13988423347473141 1 3 1 2 26522 5 62 333255343110000010000001000 1 2 6 2 4 2 6 3 2 3 1 1 1 2 3 3 4 4 3 4 2 4 3 43333 4 3 34 4 3 2 1 32 4 4 6 6 0 0 1 0 0 0252000100 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0221 1 2 611154460000010010000000012221 3 3 3 3 3 3 4 3 40 0000000000000000
  5161402  .4949249029159546     .6636072993278503     2.0901319980621341 2 5 3 4 11521 1 11 114133331210000010000000001 5 5 5 5 5 5 5 5 5 5 3 4 4 4 4 4 4 4 4 4 4 4 4 44111 2 2 33 3 3 3 3 31 4 5 6 6 0 0 0 0 1 0223001000 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1131 2 6 611122120000010010000000012233 3 4 4 4 4 4 4 4 40 0000000000000000
  5271313 .29365503787994385    .32380053400993347   -.407078921794891361 5 5 3 1 16624 3 42 262133323110000001100000001 2 3 3 3 6 6 3 4 4 4 1 1 1 2 3 4 4 3 3 3 3 4 4 44111 4 2 13 2 3 3 3 21 4 3 6 1 0 0 0 0 0 1232000100 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0633 1 1 112222120000011110000000012233 3 4 3 4 4 4 4 1 30 0000000000000000
  5411301 .37886354327201843     .5574795603752136    1.93821680545806882 6 4 2 1 11612 3 36 241165552110000001100001000 3 3 6 3 3 3 6 5 5 5 3 3 4 3 4 4 3 4 3 3 2 4 3 32313 2 4 12 3 3 2 1 21 4 6 2 2 0 0 0 1 1 0252000100 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0231 1 2 612142130000010010000000013232 2 4 3 3 3 3 2 1 30 0000000000000000
  5421212  .3735578954219818     .5332145094871521    1.96007490158081051 2 6 2 2 16615 6 66 661133132301000000010000001 1 5 6 5 5 5 5 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 33223 4 4 32 2 2 3 3 22 1 4 3 6 0 0 0 1 1 0133000100 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0132 2 6 613312220000010010000000012222 3 3 3 4 3 4 3 3 30 0000000000000000
  5501403 .23316781222820282     .2611393928527832     2.8566546440124511 3 4 2 2 11522 5 22 133155151410000000010000001 4 4 4 2 3 1 6 4 4 4 3 1 2 2 4 4 4 4 4 4 2 2 4 43131 6 4 34 3 4 2 1 24 4 6 6 6 0 0 1 0 0 0253010000 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1642 1 2 612132220000011000001000002223 4 3 3 4 4 3 3 1 20 0000000000000000
  5621203 .16747698187828064    .23063980042934418    1.92414069175720211 1 3 1 2 26522 5 36 234155251210000001100010000 4 3 6 3 3 6 6 4 4 4 2 2 2 2 2 3 3 3 3 3 2 3 2 23113 2 4 13 3 3 2 2 21 4 5 6 6 0 0 1 1 1 0253010000 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1142 1 2 612155160000011100000000012223 1 4 4 4 4 4 4 3 30 0000000000000000
  5681212 .48139169812202454     .7398390173912048     3.8277566432952881 1 4 2 2 16523 6 51 163133231110000010000010000 5 5 6 5 6 6 6 5 5 6 3 3 3 3 4 4 4 4 4 4 2 4 4 44111 1 4 33 4 4 3 2 32 4 6 6 6 0 0 0 1 0 0133000100 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0631 2 6 611222110000011110000000012232 3 4 3 4 4 3 4 3 40 0000000000000000
  5771313 .17924273014068604     .3149672746658325    -.49374145269393921 2 2 1 2 16612 5 53 333144141210000010000000001 1 1 1 1 2 6 1 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 44131 2 4 13 4 4 2 2 46 6 5 6 6 1 0 1 0 1 0221001000 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0645 1 3 611233210000010000010000012222 2 4 4 4 4 4 4 3 40 0010000000000001
  5851212  .5105541348457336    .05062547326087952    1.65024983882904051 2 5 3 2 16622 6 63 632155151110000010000000001 1 1 6 2 6 6 3 3 4 4 3 1 2 2 3 4 4 4 1 4 3 4 3 43111 2 4 32 3 2 3 2 25 1 1 6 6 1 0 0 1 1 0243000100 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0641 1 1 611124110000010010000000012211 2 4 3 4 4 4 4 4 40 0000000000000000
  5911312   .652548611164093     .9596583843231201    1.86296272277832031 3 6 3 2 26523 6 52 563155354101000000011000001 1 1 3 3 3 3 4 4 4 5 1 1 1 1 4 2 3 1 1 2 2 2 1 12112 2 4 12 3 3 2 2 22 4 4 6 6 0 1 1 1 1 0252000100 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0643 1 1 612352110000010010000000011121 2 3 2 3 3 3 2 2 30 0000000000000000
  5931301  .3680962920188904     .5559895038604736     1.8296593427658081 3 3 2 1 26521 3 23 233144244210000010000101000 3 3 3 1 4 6 6 3 3 2 2 3 1 1 3 3 3 4 2 3 2 2 2 12313 2 4 13 3 3 2 2 25 1 6 6 5 0 0 0 1 0 0232001000 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1631 1 6 612222121000000010000000012233 3 4 1 2 3 4 3 1 40 0000000000000000
  5941212  .5314027070999146     .6517722010612488     2.6025533676147461 1 5 2 2 16622 6 32 212155243110000010000000001 1 2 2 2 2 2 2 3 4 5 1 2 3 4 3 3 2 4 3 4 3 4 2 44113 4 4 13 2 3 2 1 22 4 1 6 6 0 0 0 0 1 0243000100 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1633 1 2 212333110000010010000000013222 1 4 3 4 3 4 4 2 40 0000000000000000
  5951202   .219987690448761     .2694737911224365     4.2572188377380371 1 3 2 1 16521 6 66 223144232101100001111101000 1 1 4 3 3 3 6 5 5 1 1 1 2 1 2 3 2 2 1 2 1 2 2 34111 2 4 12 3 3 3 2 44 4 2 6 6 0 0 0 1 0 0233000100 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0131 1 1 112322110000010010000000013222 3 4 2 3 3 4 1 1 30 0000000000000000
  5971202 .15147016942501068     .1711517721414566   -1.23329746723175052 2 3 2 2 26521 6 33 113155252410000010000100000 1 2 6 2 6 6 6 2 4 5 1 1 1 1 3 3 1 2 2 2 1 2 1 42312 4 6 13 3 3 3 3 22 1 1 2 6 0 0 0 0 1 0243010000 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1631 1 1 112143120000011010000000013243 2 3 3 3 3 3 4 3 30 0000000000000000
  6091203 .22205498814582825      .296368271112442     3.1619520187377931 1 3 1 2 26521 6 32 134155251101000010000010100 2 3 3 3 3 2 6 4 4 4 2 2 2 3 4 3 4 4 3 4 2 3 4 43111 2 2 33 3 3 3 2 23 4 1 6 6 0 0 0 0 1 0252001000 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1311 1 2 612223130000010010000000013333 3 4 3 4 4 4 4 3 40 0000000000000000
